pdbid,frame,y_true,y_pred
1qf1-gnina-0073,-1.0,7.32,6.0262814
1qf1-gnina-0074,-1.0,7.32,7.156047
1qf1-gnina-0075,-1.0,7.32,5.625342
1qf1-gnina-0076,-1.0,7.32,4.579116
1qf1-gnina-0077,-1.0,7.32,4.970938
1qf1-gnina-0078,-1.0,7.32,7.3010116
1qf1-gnina-0079,-1.0,7.32,4.6744943
1qf1-gnina-0080,-1.0,7.32,5.420522
1qf1-gnina-0081,-1.0,7.32,4.877466
1qf1-gnina-0082,-1.0,7.32,5.1412373
1qf1-gnina-0083,-1.0,7.32,4.9525957
1qf1-gnina-0084,-1.0,7.32,7.2603936
1qf1-gnina-0085,-1.0,7.32,3.6690452
1qf1-gnina-0086,-1.0,7.32,6.9171805
1qf1-gnina-0087,-1.0,7.32,7.1356015
1qf1-gnina-0088,-1.0,7.32,6.058975
1qf1-gnina-0089,-1.0,7.32,7.3062277
1qf1-gnina-0090,-1.0,7.32,6.335001
1qf1-gnina-0091,-1.0,7.32,4.898675
1qf1-gnina-0092,-1.0,7.32,6.5604486
1qf1-gnina-0093,-1.0,7.32,5.1199393
1qf1-gnina-0094,-1.0,7.32,5.610003
1qf1-gnina-0095,-1.0,7.32,4.7826242
1qf1-gnina-0096,-1.0,7.32,5.6786137
1qf1-gnina-0097,-1.0,7.32,7.09052
1qf1-gnina-0098,-1.0,7.32,5.9268274
1qf1-gnina-0099,-1.0,7.32,7.3597827
1qf1-gnina-0100,-1.0,7.32,4.9738474
1qf1-rosetta-0016,-1.0,7.32,6.748612
1qf1-rosetta-0019,-1.0,7.32,6.452953
1qf1-rosetta-0028,-1.0,7.32,7.3084903
1qf1-rosetta-0041,-1.0,7.32,6.7062445
1qf1-rosetta-0050,-1.0,7.32,6.7393675
1qf1-rosetta-0068,-1.0,7.32,7.536934
1qf1-rosetta-0119,-1.0,7.32,7.0146017
1qf1-rosetta-0120,-1.0,7.32,5.14257
1qf1-rosetta-0125,-1.0,7.32,5.52084
1qf1-rosetta-0144,-1.0,7.32,6.6831107
1qf1-rosetta-0161,-1.0,7.32,6.3347025
1qf1-rosetta-0180,-1.0,7.32,5.888266
1qf1-rosetta-0187,-1.0,7.32,6.189932
1qf1-rosetta-0192,-1.0,7.32,6.091868
1qf1-rosetta-0204,-1.0,7.32,5.807508
1qf1-rosetta-0207,-1.0,7.32,5.680032
1qf1-rosetta-0220,-1.0,7.32,5.8599663
1qf1-rosetta-0237,-1.0,7.32,6.324271
1qf1-rosetta-0242,-1.0,7.32,6.767621
1qf1-rosetta-0251,-1.0,7.32,6.760467
1qf1-rosetta-0269,-1.0,7.32,6.582758
1qf1-rosetta-0273,-1.0,7.32,7.321361
1qf1-rosetta-0277,-1.0,7.32,7.6656384
1qf1-rosetta-0285,-1.0,7.32,6.440269
1qf1-rosetta-0292,-1.0,7.32,6.1567826
1qf1-rosetta-0294,-1.0,7.32,7.243821
1qf1-rosetta-0298,-1.0,7.32,5.918232
1qf1-rosetta-0299,-1.0,7.32,5.113958
1qf1-rosetta-0303,-1.0,7.32,7.126959
1qf1-rosetta-0309,-1.0,7.32,6.649412
1qf1-rosetta-0318,-1.0,7.32,6.6311054
1qf1-rosetta-0319,-1.0,7.32,6.7580914
1qf1-rosetta-0320,-1.0,7.32,6.3876967
1qf1-rosetta-0335,-1.0,7.32,6.3508463
1qf1-rosetta-0337,-1.0,7.32,6.4633193
1qf1-rosetta-0358,-1.0,7.32,6.984673
1qf1-rosetta-0364,-1.0,7.32,6.8108726
1qf1-rosetta-0451,-1.0,7.32,6.264479
1qf1-rosetta-0456,-1.0,7.32,5.5576653
1qf1-rosetta-0458,-1.0,7.32,7.194275
1qf1-rosetta-0474,-1.0,7.32,6.47873
1qf1-rosetta-0478,-1.0,7.32,4.7307897
1qf1-rosetta-0489,-1.0,7.32,6.9926
1qf1-rosetta-0494,-1.0,7.32,6.957499
1qf1-rosetta-0500,-1.0,7.32,6.8366923
1qf1-rosetta-0527,-1.0,7.32,7.066574
1qf1-rosetta-0530,-1.0,7.32,7.084429
1qf1-rosetta-0531,-1.0,7.32,6.1194277
1qf1-rosetta-0544,-1.0,7.32,6.6070004
1qf1-rosetta-0545,-1.0,7.32,6.7269273
1qf1-rosetta-0551,-1.0,7.32,5.9566116
1qf1-rosetta-0560,-1.0,7.32,6.6284275
1qf1-rosetta-0561,-1.0,7.32,5.275658
1qf1-rosetta-0605,-1.0,7.32,6.734833
1qf1-rosetta-0615,-1.0,7.32,6.780585
1qf1-rosetta-0616,-1.0,7.32,6.0666633
1qf1-rosetta-0623,-1.0,7.32,5.261017
1qf1-rosetta-0631,-1.0,7.32,5.87086
1qf1-rosetta-0638,-1.0,7.32,6.589616
1qf1-rosetta-0639,-1.0,7.32,6.418831
1qf1-rosetta-0641,-1.0,7.32,6.7171288
1qf1-rosetta-0677,-1.0,7.32,5.5134716
1qf1-rosetta-0679,-1.0,7.32,6.016247
1qf1-rosetta-0685,-1.0,7.32,6.3483157
1qf1-rosetta-0686,-1.0,7.32,7.4800043
1qf1-rosetta-0701,-1.0,7.32,7.066518
1qf1-rosetta-0707,-1.0,7.32,6.9592695
1qf1-rosetta-0715,-1.0,7.32,7.785403
1qf1-rosetta-0717,-1.0,7.32,6.9828496
1qf1-rosetta-0742,-1.0,7.32,5.665877
1qf1-rosetta-0743,-1.0,7.32,7.431538
1qf1-rosetta-0756,-1.0,7.32,5.5753994
1qf1-rosetta-0759,-1.0,7.32,6.3767085
1qf1-rosetta-0780,-1.0,7.32,5.8812523
1qf1-rosetta-0791,-1.0,7.32,6.773602
1qf1-rosetta-0809,-1.0,7.32,6.5462117
1qf1-rosetta-0810,-1.0,7.32,6.7410755
1qf1-rosetta-0813,-1.0,7.32,6.8102627
1qf1-rosetta-0820,-1.0,7.32,6.374806
1qf1-rosetta-0827,-1.0,7.32,7.8794475
1qf1-rosetta-0828,-1.0,7.32,7.496936
1qf1-rosetta-0833,-1.0,7.32,6.306293
1qf1-rosetta-0836,-1.0,7.32,6.02388
1qf1-rosetta-0852,-1.0,7.32,6.2001595
1qf1-rosetta-0863,-1.0,7.32,5.4586954
1qf1-rosetta-0879,-1.0,7.32,6.693771
1qf1-rosetta-0884,-1.0,7.32,6.334214
1qf1-rosetta-0886,-1.0,7.32,7.1162047
1qf1-rosetta-0890,-1.0,7.32,5.5323176
1qf1-rosetta-0894,-1.0,7.32,6.7150903
1qf1-rosetta-0895,-1.0,7.32,6.7494154
1qf1-rosetta-0920,-1.0,7.32,6.364786
1qf1-rosetta-0948,-1.0,7.32,7.0169387
1qf1-rosetta-0961,-1.0,7.32,6.3773284
1qf1-rosetta-0966,-1.0,7.32,5.673379
1qf1-rosetta-0980,-1.0,7.32,4.9443827
1qf1-rosetta-0982,-1.0,7.32,6.4177074
1qf1-rosetta-0984,-1.0,7.32,6.1167927
1qf1-rosetta-0987,-1.0,7.32,6.1936707
1qf1-rosetta-0994,-1.0,7.32,6.046409
1qkt-boltz,-1.0,9.04,6.8107424
1qkt-gnina-0001,-1.0,9.04,8.948981
1qkt-gnina-0002,-1.0,9.04,8.086542
1qkt-gnina-0003,-1.0,9.04,7.7263794
1qkt-gnina-0004,-1.0,9.04,5.076357
1qkt-gnina-0005,-1.0,9.04,8.627369
1qkt-gnina-0006,-1.0,9.04,7.496572
1qkt-gnina-0007,-1.0,9.04,7.980866
1qkt-gnina-0008,-1.0,9.04,7.03028
1qkt-gnina-0009,-1.0,9.04,5.725721
1qkt-gnina-0010,-1.0,9.04,5.811965
1qkt-gnina-0011,-1.0,9.04,4.946953
1qkt-gnina-0012,-1.0,9.04,8.528022
1qkt-gnina-0013,-1.0,9.04,4.6264315
1qkt-gnina-0014,-1.0,9.04,5.448822
1qkt-gnina-0015,-1.0,9.04,5.186472
1qkt-gnina-0016,-1.0,9.04,8.856026
1qkt-gnina-0017,-1.0,9.04,6.4220066
1qkt-gnina-0018,-1.0,9.04,6.436791
1qkt-gnina-0019,-1.0,9.04,5.279498
1qkt-gnina-0020,-1.0,9.04,5.5366793
1qkt-gnina-0021,-1.0,9.04,4.9960227
1qkt-gnina-0022,-1.0,9.04,5.8792176
1qkt-gnina-0023,-1.0,9.04,6.5053344
1qkt-gnina-0024,-1.0,9.04,6.5339537
1qkt-gnina-0025,-1.0,9.04,8.614575
1qkt-gnina-0026,-1.0,9.04,4.6776886
1qkt-gnina-0027,-1.0,9.04,4.1927795
1qkt-gnina-0028,-1.0,9.04,4.806307
1qkt-gnina-0029,-1.0,9.04,3.2205868
1qkt-gnina-0030,-1.0,9.04,5.999813
1qkt-gnina-0031,-1.0,9.04,6.5434666
1qkt-gnina-0032,-1.0,9.04,3.301976
1qkt-gnina-0033,-1.0,9.04,7.907462
1qkt-gnina-0034,-1.0,9.04,5.9571643
1qkt-gnina-0035,-1.0,9.04,6.6429825
1qkt-gnina-0036,-1.0,9.04,5.3521156
1qkt-gnina-0037,-1.0,9.04,5.06285
1qkt-gnina-0038,-1.0,9.04,6.606594
1qkt-gnina-0039,-1.0,9.04,3.8363974
1qkt-gnina-0040,-1.0,9.04,5.0534997
1qkt-gnina-0041,-1.0,9.04,3.5020144
1qkt-gnina-0042,-1.0,9.04,5.301749
1qkt-gnina-0043,-1.0,9.04,6.0848823
1qkt-gnina-0044,-1.0,9.04,5.2124195
1qkt-gnina-0045,-1.0,9.04,6.1429687
1qkt-gnina-0046,-1.0,9.04,4.78642
1qkt-gnina-0047,-1.0,9.04,4.903924
1qkt-gnina-0048,-1.0,9.04,7.6749716
1qkt-gnina-0049,-1.0,9.04,5.314697
1qkt-gnina-0050,-1.0,9.04,5.096107
1qkt-gnina-0051,-1.0,9.04,5.847852
1qkt-gnina-0052,-1.0,9.04,5.0511847
1qkt-gnina-0053,-1.0,9.04,5.9922147
1qkt-gnina-0054,-1.0,9.04,3.88437
1qkt-gnina-0055,-1.0,9.04,5.353869
1qkt-gnina-0056,-1.0,9.04,6.3162026
1qkt-gnina-0057,-1.0,9.04,8.378813
1qkt-gnina-0058,-1.0,9.04,6.5089335
1qkt-gnina-0059,-1.0,9.04,4.986542
1qkt-gnina-0060,-1.0,9.04,6.6237073
1qkt-gnina-0061,-1.0,9.04,6.3292904
1qkt-gnina-0062,-1.0,9.04,3.8167207
1qkt-gnina-0063,-1.0,9.04,6.140889
1qkt-gnina-0064,-1.0,9.04,6.6860356
1qkt-gnina-0065,-1.0,9.04,6.0536156
1qkt-gnina-0066,-1.0,9.04,4.5896044
1qkt-gnina-0067,-1.0,9.04,5.326839
1qkt-gnina-0068,-1.0,9.04,5.3649497
1qkt-gnina-0069,-1.0,9.04,4.3170166
1qkt-gnina-0070,-1.0,9.04,4.8425455
1qkt-gnina-0071,-1.0,9.04,3.464624
1qkt-gnina-0072,-1.0,9.04,6.2303996
1qkt-gnina-0073,-1.0,9.04,5.0647497
1qkt-gnina-0074,-1.0,9.04,6.065579
1qkt-gnina-0075,-1.0,9.04,5.9663935
1qkt-gnina-0076,-1.0,9.04,5.6653633
1qkt-gnina-0077,-1.0,9.04,5.8295007
1qkt-gnina-0078,-1.0,9.04,3.124636
1qkt-gnina-0079,-1.0,9.04,3.451577
1qkt-gnina-0080,-1.0,9.04,4.3403716
1qkt-gnina-0081,-1.0,9.04,3.363753
1qkt-gnina-0082,-1.0,9.04,7.041545
1qkt-gnina-0083,-1.0,9.04,6.755023
1qkt-gnina-0084,-1.0,9.04,4.1345015
1qkt-gnina-0085,-1.0,9.04,4.9176393
1qkt-gnina-0086,-1.0,9.04,6.3227673
1qkt-gnina-0087,-1.0,9.04,3.8872664
1qkt-gnina-0088,-1.0,9.04,5.0427585
1qkt-gnina-0089,-1.0,9.04,7.3039227
1qkt-gnina-0090,-1.0,9.04,6.622199
1qkt-gnina-0091,-1.0,9.04,7.8459687
1qkt-gnina-0092,-1.0,9.04,2.9865742
1qkt-gnina-0093,-1.0,9.04,5.5035334
1qkt-gnina-0094,-1.0,9.04,3.471325
1qkt-gnina-0095,-1.0,9.04,6.1589923
1qkt-gnina-0096,-1.0,9.04,5.696917
1qkt-gnina-0097,-1.0,9.04,5.932618
1qkt-gnina-0098,-1.0,9.04,4.5430536
1qkt-gnina-0099,-1.0,9.04,6.738624
1qkt-gnina-0100,-1.0,9.04,7.572988
1qkt-rosetta-0020,-1.0,9.04,9.361729
1qkt-rosetta-0027,-1.0,9.04,9.400734
1qkt-rosetta-0039,-1.0,9.04,9.209594
1qkt-rosetta-0047,-1.0,9.04,9.389826
1qkt-rosetta-0062,-1.0,9.04,9.419578
1qkt-rosetta-0077,-1.0,9.04,9.303013
1qkt-rosetta-0092,-1.0,9.04,9.438275
1qkt-rosetta-0094,-1.0,9.04,9.30739
1qkt-rosetta-0100,-1.0,9.04,9.18203
1qkt-rosetta-0134,-1.0,9.04,9.356116
1qkt-rosetta-0150,-1.0,9.04,9.337107
1qkt-rosetta-0152,-1.0,9.04,9.319894
1qkt-rosetta-0170,-1.0,9.04,9.436065
1qkt-rosetta-0174,-1.0,9.04,9.148792
1qkt-rosetta-0181,-1.0,9.04,9.463266
1qkt-rosetta-0185,-1.0,9.04,9.226312
1qkt-rosetta-0189,-1.0,9.04,9.329358
1qkt-rosetta-0202,-1.0,9.04,9.300966
1qkt-rosetta-0216,-1.0,9.04,9.288744
1qkt-rosetta-0222,-1.0,9.04,9.399372
1qkt-rosetta-0228,-1.0,9.04,9.391659
1qkt-rosetta-0235,-1.0,9.04,9.229167
1qkt-rosetta-0237,-1.0,9.04,9.32649
1qkt-rosetta-0239,-1.0,9.04,9.307131
1qkt-rosetta-0242,-1.0,9.04,9.313155
1qkt-rosetta-0246,-1.0,9.04,9.372106
1qkt-rosetta-0251,-1.0,9.04,9.374005
1qkt-rosetta-0274,-1.0,9.04,9.267244
1qkt-rosetta-0276,-1.0,9.04,9.367102
1qkt-rosetta-0296,-1.0,9.04,9.33024
1qkt-rosetta-0305,-1.0,9.04,9.331613
1qkt-rosetta-0325,-1.0,9.04,9.333206
1qkt-rosetta-0327,-1.0,9.04,9.342957
1qkt-rosetta-0329,-1.0,9.04,9.408461
1qkt-rosetta-0355,-1.0,9.04,9.281413
1qkt-rosetta-0364,-1.0,9.04,9.3202095
1qkt-rosetta-0383,-1.0,9.04,9.264061
1qkt-rosetta-0387,-1.0,9.04,9.279058
1qkt-rosetta-0390,-1.0,9.04,8.572185
1qkt-rosetta-0425,-1.0,9.04,9.526498
1qkt-rosetta-0431,-1.0,9.04,9.478059
1qkt-rosetta-0435,-1.0,9.04,9.165175
1qkt-rosetta-0439,-1.0,9.04,9.358802
1qkt-rosetta-0446,-1.0,9.04,9.309139
1qkt-rosetta-0448,-1.0,9.04,9.260401
1qkt-rosetta-0454,-1.0,9.04,9.46413
1qkt-rosetta-0460,-1.0,9.04,9.502923
1qkt-rosetta-0474,-1.0,9.04,9.47579
1qkt-rosetta-0488,-1.0,9.04,9.002825
1qkt-rosetta-0492,-1.0,9.04,9.28603
1qkt-rosetta-0495,-1.0,9.04,9.074524
1qkt-rosetta-0496,-1.0,9.04,9.415756
1qkt-rosetta-0497,-1.0,9.04,9.398701
1qkt-rosetta-0500,-1.0,9.04,9.227116
1qkt-rosetta-0505,-1.0,9.04,9.201446
1qkt-rosetta-0517,-1.0,9.04,9.220652
1qkt-rosetta-0522,-1.0,9.04,9.37764
1qkt-rosetta-0538,-1.0,9.04,9.399982
1qkt-rosetta-0543,-1.0,9.04,9.360897
1qkt-rosetta-0560,-1.0,9.04,9.40229
1qkt-rosetta-0600,-1.0,9.04,9.317106
1qkt-rosetta-0613,-1.0,9.04,9.394991
1qkt-rosetta-0615,-1.0,9.04,9.241338
1qkt-rosetta-0622,-1.0,9.04,9.374987
1qkt-rosetta-0627,-1.0,9.04,9.3046055
1qkt-rosetta-0638,-1.0,9.04,7.8566847
1qkt-rosetta-0659,-1.0,9.04,8.801912
1qkt-rosetta-0661,-1.0,9.04,9.239045
1qkt-rosetta-0677,-1.0,9.04,9.350025
1qkt-rosetta-0679,-1.0,9.04,9.258653
1qkt-rosetta-0687,-1.0,9.04,9.4762125
1qkt-rosetta-0697,-1.0,9.04,9.086177
1qkt-rosetta-0720,-1.0,9.04,9.239075
1qkt-rosetta-0736,-1.0,9.04,9.34082
1qkt-rosetta-0768,-1.0,9.04,9.3244
1qkt-rosetta-0787,-1.0,9.04,7.9978533
1qkt-rosetta-0790,-1.0,9.04,9.392958
1qkt-rosetta-0803,-1.0,9.04,9.272427
1qkt-rosetta-0810,-1.0,9.04,9.295144
1qkt-rosetta-0828,-1.0,9.04,9.288069
1qkt-rosetta-0832,-1.0,9.04,9.510651
1qkt-rosetta-0834,-1.0,9.04,9.278034
1qkt-rosetta-0835,-1.0,9.04,9.331287
1qkt-rosetta-0855,-1.0,9.04,9.3084545
1qkt-rosetta-0859,-1.0,9.04,8.908417
1qkt-rosetta-0867,-1.0,9.04,9.324301
1qkt-rosetta-0877,-1.0,9.04,9.307136
1qkt-rosetta-0878,-1.0,9.04,9.331481
1qkt-rosetta-0884,-1.0,9.04,9.374832
1qkt-rosetta-0914,-1.0,9.04,9.452795
1qkt-rosetta-0920,-1.0,9.04,9.350113
1qkt-rosetta-0921,-1.0,9.04,9.329868
1qkt-rosetta-0925,-1.0,9.04,9.331077
1qkt-rosetta-0932,-1.0,9.04,9.080507
1qkt-rosetta-0942,-1.0,9.04,9.294205
1qkt-rosetta-0945,-1.0,9.04,9.461265
1qkt-rosetta-0955,-1.0,9.04,9.235174
1qkt-rosetta-0958,-1.0,9.04,9.392579
1qkt-rosetta-0977,-1.0,9.04,9.261602
1qkt-rosetta-0983,-1.0,9.04,9.352061
1sqa-boltz,-1.0,9.21,7.560554
1sqa-gnina-0001,-1.0,9.21,7.984313
1sqa-gnina-0002,-1.0,9.21,8.847456
1sqa-gnina-0003,-1.0,9.21,8.274183
1sqa-gnina-0004,-1.0,9.21,8.08605
1sqa-gnina-0005,-1.0,9.21,8.864129
1sqa-gnina-0006,-1.0,9.21,8.15473
1sqa-gnina-0007,-1.0,9.21,7.589671
1sqa-gnina-0008,-1.0,9.21,7.3354726
1sqa-gnina-0009,-1.0,9.21,8.110389
1sqa-gnina-0010,-1.0,9.21,8.017252
1sqa-gnina-0011,-1.0,9.21,8.5958395
1sqa-gnina-0012,-1.0,9.21,8.851746
1sqa-gnina-0013,-1.0,9.21,8.735637
1sqa-gnina-0014,-1.0,9.21,8.991049
1sqa-gnina-0015,-1.0,9.21,8.829933
1sqa-gnina-0016,-1.0,9.21,8.599524
1sqa-gnina-0017,-1.0,9.21,8.756725
1sqa-gnina-0018,-1.0,9.21,8.434606
1sqa-gnina-0019,-1.0,9.21,8.03943
1sqa-gnina-0020,-1.0,9.21,8.227877
1sqa-gnina-0021,-1.0,9.21,8.633913
1sqa-gnina-0022,-1.0,9.21,8.687646
1sqa-gnina-0023,-1.0,9.21,6.6046276
1sqa-gnina-0024,-1.0,9.21,8.291833
1sqa-gnina-0025,-1.0,9.21,7.6791763
1sqa-gnina-0026,-1.0,9.21,8.12055
1sqa-gnina-0027,-1.0,9.21,7.8839064
1sqa-gnina-0028,-1.0,9.21,8.181136
1sqa-gnina-0029,-1.0,9.21,8.517178
1sqa-gnina-0030,-1.0,9.21,8.812952
1sqa-gnina-0031,-1.0,9.21,8.349718
1sqa-gnina-0032,-1.0,9.21,8.625851
1sqa-gnina-0033,-1.0,9.21,8.2490015
1sqa-gnina-0034,-1.0,9.21,8.503168
1sqa-gnina-0035,-1.0,9.21,7.8907804
1sqa-gnina-0036,-1.0,9.21,8.162967
1sqa-gnina-0037,-1.0,9.21,8.17356
1sqa-gnina-0038,-1.0,9.21,8.144304
1sqa-gnina-0039,-1.0,9.21,8.405735
1sqa-gnina-0040,-1.0,9.21,8.34052
1sqa-gnina-0041,-1.0,9.21,7.558383
1sqa-gnina-0042,-1.0,9.21,8.087896
1sqa-gnina-0043,-1.0,9.21,8.204543
1sqa-gnina-0044,-1.0,9.21,8.381488
1sqa-gnina-0045,-1.0,9.21,7.762447
1sqa-gnina-0046,-1.0,9.21,8.268976
1sqa-gnina-0047,-1.0,9.21,8.160028
1sqa-gnina-0048,-1.0,9.21,8.019573
1sqa-gnina-0049,-1.0,9.21,8.509394
1sqa-gnina-0050,-1.0,9.21,8.528364
1sqa-gnina-0051,-1.0,9.21,8.453792
1sqa-gnina-0052,-1.0,9.21,8.18858
1sqa-gnina-0053,-1.0,9.21,8.098833
1sqa-gnina-0054,-1.0,9.21,8.293009
1sqa-gnina-0055,-1.0,9.21,8.2883215
1sqa-gnina-0056,-1.0,9.21,8.443801
1sqa-gnina-0057,-1.0,9.21,8.310159
1sqa-gnina-0058,-1.0,9.21,8.508553
1sqa-gnina-0059,-1.0,9.21,6.601196
1sqa-gnina-0060,-1.0,9.21,8.300573
1sqa-gnina-0061,-1.0,9.21,8.198505
1sqa-gnina-0062,-1.0,9.21,8.269069
1sqa-gnina-0063,-1.0,9.21,7.7826257
1sqa-gnina-0064,-1.0,9.21,8.307335
1sqa-gnina-0065,-1.0,9.21,7.6739864
1sqa-gnina-0066,-1.0,9.21,7.96773
1sqa-gnina-0067,-1.0,9.21,7.13312
1sqa-gnina-0068,-1.0,9.21,4.996894
1sqa-gnina-0069,-1.0,9.21,8.739703
1sqa-gnina-0070,-1.0,9.21,8.1344
1sqa-gnina-0071,-1.0,9.21,8.073953
1sqa-gnina-0072,-1.0,9.21,7.9627285
1sqa-gnina-0073,-1.0,9.21,8.4552555
1sqa-gnina-0074,-1.0,9.21,8.300549
1sqa-gnina-0075,-1.0,9.21,7.7539334
1sqa-gnina-0076,-1.0,9.21,8.36082
1sqa-gnina-0077,-1.0,9.21,7.7402143
1sqa-gnina-0078,-1.0,9.21,8.120598
1sqa-gnina-0079,-1.0,9.21,8.487963
1sqa-gnina-0080,-1.0,9.21,7.9522104
1sqa-gnina-0081,-1.0,9.21,8.508051
1sqa-gnina-0082,-1.0,9.21,7.9446173
1sqa-gnina-0083,-1.0,9.21,8.323059
1sqa-gnina-0084,-1.0,9.21,8.354178
1sqa-gnina-0085,-1.0,9.21,8.162941
1sqa-gnina-0086,-1.0,9.21,7.1012473
1sqa-gnina-0087,-1.0,9.21,7.6834507
1sqa-gnina-0088,-1.0,9.21,8.040424
1sqa-gnina-0089,-1.0,9.21,7.794744
1sqa-gnina-0090,-1.0,9.21,7.8648267
1sqa-gnina-0091,-1.0,9.21,7.9753537
1sqa-gnina-0092,-1.0,9.21,7.6521854
1sqa-gnina-0093,-1.0,9.21,8.538058
1sqa-gnina-0094,-1.0,9.21,8.171657
1sqa-gnina-0095,-1.0,9.21,8.293707
1sqa-gnina-0096,-1.0,9.21,8.211292
1sqa-gnina-0097,-1.0,9.21,5.989172
1sqa-gnina-0098,-1.0,9.21,7.648577
1sqa-gnina-0099,-1.0,9.21,7.644085
1sqa-gnina-0100,-1.0,9.21,5.509208
1sqa-rosetta-0002,-1.0,9.21,7.515307
1sqa-rosetta-0013,-1.0,9.21,7.4444094
1sqa-rosetta-0031,-1.0,9.21,7.4353476
1sqa-rosetta-0043,-1.0,9.21,7.8101835
1sqa-rosetta-0044,-1.0,9.21,7.6615877
1sqa-rosetta-0051,-1.0,9.21,7.5469146
1sqa-rosetta-0063,-1.0,9.21,7.573718
1sqa-rosetta-0067,-1.0,9.21,7.155204
1sqa-rosetta-0082,-1.0,9.21,7.5879035
1sqa-rosetta-0089,-1.0,9.21,6.9936476
1sqa-rosetta-0110,-1.0,9.21,7.3159738
1sqa-rosetta-0115,-1.0,9.21,7.376673
1sqa-rosetta-0116,-1.0,9.21,7.61359
1sqa-rosetta-0118,-1.0,9.21,7.599966
1sqa-rosetta-0126,-1.0,9.21,7.5029483
1sqa-rosetta-0155,-1.0,9.21,7.6551223
1sqa-rosetta-0162,-1.0,9.21,7.588807
1sqa-rosetta-0179,-1.0,9.21,7.911266
1sqa-rosetta-0212,-1.0,9.21,7.497135
1sqa-rosetta-0213,-1.0,9.21,7.235119
1sqa-rosetta-0214,-1.0,9.21,7.6969433
1sqa-rosetta-0232,-1.0,9.21,7.380084
1sqa-rosetta-0240,-1.0,9.21,7.661295
1sqa-rosetta-0244,-1.0,9.21,7.617488
1sqa-rosetta-0248,-1.0,9.21,7.7268505
1sqa-rosetta-0257,-1.0,9.21,7.4209676
1sqa-rosetta-0258,-1.0,9.21,7.617856
1sqa-rosetta-0269,-1.0,9.21,7.568899
1sqa-rosetta-0272,-1.0,9.21,7.282604
1sqa-rosetta-0288,-1.0,9.21,7.271556
1sqa-rosetta-0290,-1.0,9.21,7.505147
1sqa-rosetta-0296,-1.0,9.21,7.228764
1sqa-rosetta-0299,-1.0,9.21,7.6449175
1sqa-rosetta-0300,-1.0,9.21,7.322254
1sqa-rosetta-0312,-1.0,9.21,7.7504697
1sqa-rosetta-0315,-1.0,9.21,7.7280455
1sqa-rosetta-0349,-1.0,9.21,7.500729
1sqa-rosetta-0360,-1.0,9.21,7.533871
1sqa-rosetta-0369,-1.0,9.21,7.293833
1sqa-rosetta-0390,-1.0,9.21,7.536742
1sqa-rosetta-0426,-1.0,9.21,7.560694
1sqa-rosetta-0454,-1.0,9.21,7.7817087
1sqa-rosetta-0468,-1.0,9.21,7.4274287
1sqa-rosetta-0483,-1.0,9.21,7.4608784
1sqa-rosetta-0486,-1.0,9.21,7.424107
1sqa-rosetta-0546,-1.0,9.21,6.8696585
1sqa-rosetta-0570,-1.0,9.21,7.643101
1sqa-rosetta-0571,-1.0,9.21,7.4502687
1sqa-rosetta-0582,-1.0,9.21,7.162939
1sqa-rosetta-0587,-1.0,9.21,7.2287335
1sqa-rosetta-0589,-1.0,9.21,7.6210904
1sqa-rosetta-0599,-1.0,9.21,7.4794326
1sqa-rosetta-0622,-1.0,9.21,7.293561
1sqa-rosetta-0628,-1.0,9.21,7.8121023
1sqa-rosetta-0636,-1.0,9.21,7.373438
1sqa-rosetta-0639,-1.0,9.21,7.336807
1sqa-rosetta-0647,-1.0,9.21,7.204547
1sqa-rosetta-0656,-1.0,9.21,7.4193635
1sqa-rosetta-0664,-1.0,9.21,7.3015423
1sqa-rosetta-0666,-1.0,9.21,7.3486514
1sqa-rosetta-0671,-1.0,9.21,7.480097
1sqa-rosetta-0696,-1.0,9.21,7.3103957
1sqa-rosetta-0698,-1.0,9.21,7.655037
1sqa-rosetta-0708,-1.0,9.21,7.719217
1sqa-rosetta-0731,-1.0,9.21,7.6469617
1sqa-rosetta-0735,-1.0,9.21,7.379756
1sqa-rosetta-0736,-1.0,9.21,7.5408206
1sqa-rosetta-0748,-1.0,9.21,7.6465864
1sqa-rosetta-0751,-1.0,9.21,7.540176
1sqa-rosetta-0752,-1.0,9.21,7.4981327
1sqa-rosetta-0758,-1.0,9.21,7.3681483
1sqa-rosetta-0763,-1.0,9.21,7.598571
1sqa-rosetta-0768,-1.0,9.21,7.067636
1sqa-rosetta-0779,-1.0,9.21,7.547859
1sqa-rosetta-0783,-1.0,9.21,7.313026
1sqa-rosetta-0807,-1.0,9.21,7.1878366
1sqa-rosetta-0816,-1.0,9.21,7.7184095
1sqa-rosetta-0825,-1.0,9.21,7.734277
1sqa-rosetta-0827,-1.0,9.21,7.498172
1sqa-rosetta-0828,-1.0,9.21,7.306926
1sqa-rosetta-0829,-1.0,9.21,7.380111
1sqa-rosetta-0838,-1.0,9.21,7.0796103
1sqa-rosetta-0840,-1.0,9.21,7.556774
1sqa-rosetta-0843,-1.0,9.21,7.252541
1sqa-rosetta-0860,-1.0,9.21,7.895065
1sqa-rosetta-0874,-1.0,9.21,7.793086
1sqa-rosetta-0875,-1.0,9.21,7.28423
1sqa-rosetta-0877,-1.0,9.21,7.6628838
1sqa-rosetta-0880,-1.0,9.21,7.3439493
