name,prediction,t_total_s,model
3fv1-gnina-0035,4.485,4.53999,OnionNet-2
3fv1-gnina-0044,6.484,4.608631,OnionNet-2
3fv1-gnina-0018,4.758,4.830196,OnionNet-2
3fv1-gnina-0050,4.798,5.087042,OnionNet-2
3fv1-gnina-0054,4.283,5.051235,OnionNet-2
3fv1-gnina-0093,4.4319999999999995,4.928686,OnionNet-2
3fv1-gnina-0029,4.76,4.996281,OnionNet-2
3fv1-gnina-0036,5.662999999999999,4.984939,OnionNet-2
3fv1-gnina-0078,6.216,4.697236,OnionNet-2
3fv1-gnina-0075,4.971,5.026642,OnionNet-2
3fv1-gnina-0046,5.712999999999999,4.902273,OnionNet-2
3fv1-gnina-0066,5.246,4.944058,OnionNet-2
3fv1-gnina-0077,5.905,5.166508,OnionNet-2
3fv1-gnina-0091,4.812,5.020872,OnionNet-2
3fv1-gnina-0017,6.547999999999999,5.244323,OnionNet-2
3fv1-gnina-0099,4.753,5.329284,OnionNet-2
3fv1-gnina-0012,5.088,5.274006,OnionNet-2
3fv1-gnina-0098,4.865,5.137,OnionNet-2
3fv1-gnina-0024,4.494,4.992926,OnionNet-2
3fv1-gnina-0073,4.202,5.021002,OnionNet-2
3fv1-gnina-0015,6.632000000000001,5.18558,OnionNet-2
3fv1-gnina-0094,4.868,5.032291,OnionNet-2
3fv1-gnina-0033,5.938,5.00083,OnionNet-2
3fv1-gnina-0072,4.851,4.761833,OnionNet-2
3fv1-gnina-0087,6.362,5.386369,OnionNet-2
3fv1-gnina-0001,7.393,5.296523,OnionNet-2
3fv1-gnina-0010,4.728,5.169658,OnionNet-2
3fv1-gnina-0049,5.9670000000000005,5.230983,OnionNet-2
3fv1-gnina-0034,5.27,4.995371,OnionNet-2
3fv1-gnina-0096,4.402,5.353404,OnionNet-2
3fv1-gnina-0065,4.8919999999999995,5.356487,OnionNet-2
3fv1-gnina-0074,5.4239999999999995,5.661684,OnionNet-2
3fv1-gnina-0053,4.607,4.945284,OnionNet-2
3fv1-gnina-0090,5.178,5.146096,OnionNet-2
3fv1-gnina-0070,4.885,5.044636,OnionNet-2
3fv1-gnina-0089,4.9830000000000005,4.558687,OnionNet-2
3fv1-gnina-0022,5.152,4.463484,OnionNet-2
3fv1-gnina-0052,5.645,4.687915,OnionNet-2
3fv1-gnina-0079,5.092,4.649397,OnionNet-2
3fv1-gnina-0071,6.105,4.74898,OnionNet-2
3fv1-gnina-0011,5.077,5.002765,OnionNet-2
3fv1-gnina-0019,5.87,4.918706,OnionNet-2
3fv1-gnina-0043,5.885,4.985828,OnionNet-2
3fv1-gnina-0037,5.31,4.865936,OnionNet-2
3fv1-gnina-0067,5.4639999999999995,4.908553,OnionNet-2
3fv1-gnina-0060,4.852,4.888182,OnionNet-2
3fv1-gnina-0059,4.428,4.747781,OnionNet-2
3fv1-gnina-0068,5.058,5.095856,OnionNet-2
3fv1-gnina-0025,4.646,5.171466,OnionNet-2
3fv1-gnina-0082,6.255,5.009054,OnionNet-2
3fv1-gnina-0014,3.147,4.703421,OnionNet-2
3fv1-gnina-0026,4.645,4.899312,OnionNet-2
3fv1-gnina-0013,5.016,4.575614,OnionNet-2
3fv1-gnina-0004,6.851,4.959152,OnionNet-2
3fv1-gnina-0086,4.615,4.671532,OnionNet-2
3fv1-gnina-0056,5.586,4.985635,OnionNet-2
3fv1-gnina-0064,5.722,4.797152,OnionNet-2
3fv1-gnina-0027,4.502,4.930671,OnionNet-2
3fv1-gnina-0048,4.976,4.982172,OnionNet-2
3fv1-gnina-0100,5.065,5.106489,OnionNet-2
3fv1-gnina-0039,5.67,4.901509,OnionNet-2
3fv1-gnina-0005,5.206,4.648045,OnionNet-2
3fv1-gnina-0055,5.775,5.037203,OnionNet-2
3fv1-gnina-0006,4.909,5.126021,OnionNet-2
3fv1-gnina-0097,6.654,5.218619,OnionNet-2
3fv1-gnina-0030,5.51,5.437684,OnionNet-2
3fv1-gnina-0021,4.823,4.97205,OnionNet-2
3fv1-gnina-0020,4.305,5.320305,OnionNet-2
3fv1-gnina-0031,5.474,5.259706,OnionNet-2
3fv1-gnina-0047,5.495,4.882547,OnionNet-2
3fv1-gnina-0038,5.297000000000001,5.080991,OnionNet-2
3fv1-gnina-0028,5.617999999999999,5.277127,OnionNet-2
3fv1-gnina-0088,4.317,4.917974,OnionNet-2
3fv1-gnina-0008,6.3629999999999995,4.541711,OnionNet-2
3fv1-gnina-0081,5.205,4.725292,OnionNet-2
3fv1-gnina-0069,6.461,4.792501,OnionNet-2
3fv1-gnina-0062,4.665,4.997434,OnionNet-2
3fv1-gnina-0003,6.681,4.770144,OnionNet-2
3fv1-gnina-0051,6.175,5.260458,OnionNet-2
3fv1-gnina-0058,5.827999999999999,4.838252,OnionNet-2
3fv1-gnina-0032,4.383,4.949851,OnionNet-2
3fv1-gnina-0041,5.303,4.625981,OnionNet-2
3fv1-gnina-0083,4.752,4.626198,OnionNet-2
3fv1-gnina-0095,6.289,5.398925,OnionNet-2
3fv1-gnina-0057,4.745,5.043437,OnionNet-2
3fv1-gnina-0040,4.186,5.036347,OnionNet-2
3fv1-gnina-0080,5.4270000000000005,5.206298,OnionNet-2
3fv1-gnina-0016,5.63,5.00155,OnionNet-2
3fv1-gnina-0063,4.248,4.711876,OnionNet-2
3fv1-gnina-0042,5.48,5.025839,OnionNet-2
3fv1-rosetta-0179,7.147,5.145973,OnionNet-2
3fv1-rosetta-0420,6.313,4.707695,OnionNet-2
3fv1-rosetta-0217,6.181,5.075288,OnionNet-2
3fv1-rosetta-0983,7.138999999999999,5.534234,OnionNet-2
3fv1-rosetta-0954,7.2620000000000005,5.226315,OnionNet-2
3fv1-rosetta-0412,6.182,4.960301,OnionNet-2
3fv1-rosetta-0965,6.247999999999999,4.925285,OnionNet-2
3fv1-rosetta-0129,6.94,4.888613,OnionNet-2
3fv1-rosetta-0200,5.81,5.002833,OnionNet-2
3fv1-rosetta-0425,6.313,5.226873,OnionNet-2
3fv1-rosetta-0074,7.285,5.134865,OnionNet-2
3fv1-rosetta-0172,7.327000000000001,5.025726,OnionNet-2
3fv1-rosetta-0213,6.544,5.479179,OnionNet-2
3fv1-rosetta-0652,5.956,5.481433,OnionNet-2
3fv1-rosetta-0888,7.095,5.02563,OnionNet-2
3fv1-rosetta-0931,6.936,5.789977,OnionNet-2
3fv1-rosetta-0192,6.167000000000001,5.076067,OnionNet-2
3fv1-rosetta-0355,7.254,5.236946,OnionNet-2
3fv1-rosetta-0771,7.426,5.483004,OnionNet-2
3fv1-rosetta-0608,7.24,5.08865,OnionNet-2
3fv1-rosetta-0595,7.097,5.328812,OnionNet-2
3fv1-rosetta-0738,6.1160000000000005,5.625643,OnionNet-2
3fv1-rosetta-0122,7.169,5.489493,OnionNet-2
3fv1-rosetta-0032,7.227,5.401502,OnionNet-2
3fv1-rosetta-0157,6.938,5.349477,OnionNet-2
3fv1-rosetta-0970,7.207999999999999,5.257482,OnionNet-2
3fv1-rosetta-0583,6.452999999999999,5.393253,OnionNet-2
3fv1-rosetta-0756,5.9670000000000005,5.153984,OnionNet-2
3fv1-rosetta-0367,7.438,5.472228,OnionNet-2
3fv1-rosetta-0110,6.404,5.361069,OnionNet-2
3fv1-rosetta-0992,6.492999999999999,5.402668,OnionNet-2
3fv1-rosetta-0885,7.349,5.137647,OnionNet-2
3fv1-rosetta-0971,7.032,5.608676,OnionNet-2
3fv1-rosetta-0424,7.245,5.445718,OnionNet-2
3fv1-rosetta-0288,6.093,5.428102,OnionNet-2
3fv1-rosetta-0256,6.914,5.434285,OnionNet-2
3fv1-rosetta-0328,6.617000000000001,5.404302,OnionNet-2
3fv1-rosetta-0079,6.827999999999999,5.472713,OnionNet-2
3fv1-rosetta-0861,7.0889999999999995,5.315538,OnionNet-2
3fv1-rosetta-0373,6.5360000000000005,5.157169,OnionNet-2
3fv1-rosetta-0112,5.983,5.522811,OnionNet-2
3fv1-rosetta-0498,7.446000000000001,5.419508,OnionNet-2
3fv1-rosetta-0097,6.859,5.4179,OnionNet-2
3fv1-rosetta-0788,6.417999999999999,5.238014,OnionNet-2
3fv1-rosetta-0677,7.4879999999999995,5.202423,OnionNet-2
3fv1-rosetta-0416,6.785,5.165116,OnionNet-2
3fv1-rosetta-0385,6.49,5.352861,OnionNet-2
3fv1-rosetta-0018,6.742999999999999,4.99247,OnionNet-2
3fv1-rosetta-0842,5.678,4.970376,OnionNet-2
3fv1-rosetta-0922,6.276,5.473337,OnionNet-2
3fv1-rosetta-0910,7.107,5.459307,OnionNet-2
3fv1-rosetta-0067,7.249,6.008769,OnionNet-2
3fv1-rosetta-0043,7.414,5.25284,OnionNet-2
3fv1-rosetta-0281,7.436,5.159151,OnionNet-2
3fv1-rosetta-0441,6.695,5.1091,OnionNet-2
3fv1-rosetta-0344,7.077999999999999,5.259131,OnionNet-2
3fv1-rosetta-0232,7.149,5.097704,OnionNet-2
3fv1-rosetta-0957,6.819,5.117298,OnionNet-2
3fv1-rosetta-0132,7.053999999999999,4.996466,OnionNet-2
3fv1-rosetta-0474,6.454,4.938975,OnionNet-2
3fv1-rosetta-0959,7.007000000000001,5.522206,OnionNet-2
3fv1-rosetta-0855,7.07,5.755412,OnionNet-2
3fv1-rosetta-0351,6.428999999999999,5.299348,OnionNet-2
3fv1-rosetta-0153,6.3420000000000005,4.9679,OnionNet-2
3fv1-rosetta-0100,7.167000000000001,5.401316,OnionNet-2
3fv1-rosetta-0556,7.244,4.854202,OnionNet-2
3fv1-rosetta-0872,6.875,5.029097,OnionNet-2
3fv1-rosetta-0158,6.692,5.224062,OnionNet-2
3fv1-rosetta-0399,6.779,5.140189,OnionNet-2
3fv1-rosetta-0692,7.069,4.954732,OnionNet-2
3fv1-rosetta-0832,7.151,5.407967,OnionNet-2
3fv1-rosetta-0670,7.492000000000001,5.15564,OnionNet-2
3fv1-rosetta-0815,7.346,5.083826,OnionNet-2
3fv1-rosetta-0091,7.09,4.921488,OnionNet-2
3fv1-rosetta-0121,6.625,4.900587,OnionNet-2
3fv1-rosetta-0526,6.224,4.958416,OnionNet-2
3fv1-rosetta-0578,7.347,5.174576,OnionNet-2
3fv1-rosetta-0939,6.972,5.264656,OnionNet-2
3fv1-rosetta-0686,7.518,5.748545,OnionNet-2
3fv1-rosetta-0987,6.567,5.262628,OnionNet-2
3fv1-rosetta-0772,7.023,4.994675,OnionNet-2
3fv1-rosetta-0264,7.371,5.502829,OnionNet-2
3fv1-rosetta-0733,6.532,5.274438,OnionNet-2
3fv1-rosetta-0996,6.6770000000000005,5.596202,OnionNet-2
3fv1-rosetta-0635,7.031000000000001,5.228305,OnionNet-2
3fv1-rosetta-0858,7.02,5.398867,OnionNet-2
3fv1-rosetta-0775,6.694,5.793805,OnionNet-2
3fv1-rosetta-0201,6.651,5.698072,OnionNet-2
3fv1-rosetta-0219,7.426,5.754304,OnionNet-2
3fv1-rosetta-0457,6.966,5.887665,OnionNet-2
3fv1-rosetta-0545,6.818,5.551877,OnionNet-2
3fv1-rosetta-0932,6.852,5.200864,OnionNet-2
3fv1-rosetta-0822,7.129,5.100055,OnionNet-2
3fv1-rosetta-0041,6.261,5.395036,OnionNet-2
3fv1-rosetta-0491,7.284,5.066246,OnionNet-2
3fv1-rosetta-0204,6.757000000000001,5.151801,OnionNet-2
3fv1-rosetta-0728,7.521,5.460195,OnionNet-2
3fv1-rosetta-0834,7.591,5.941442,OnionNet-2
3fv1-rosetta-0421,6.897,5.790449,OnionNet-2
3fv1-rosetta-0352,7.027,5.891166,OnionNet-2
3fv1-boltz2,7.809,5.69559,OnionNet-2
3arp-crystal,6.482,6.125201,OnionNet-2
3arp-gnina-0061,7.181,5.126904,OnionNet-2
3arp-gnina-0042,7.3839999999999995,5.631599,OnionNet-2
3arp-gnina-0034,7.477,5.976776,OnionNet-2
3arp-gnina-0057,7.261,5.512077,OnionNet-2
3arp-gnina-0084,7.196000000000001,5.623322,OnionNet-2
3arp-gnina-0010,7.459,5.337259,OnionNet-2
3arp-gnina-0077,6.849,5.455864,OnionNet-2
3arp-gnina-0047,6.853,6.104386,OnionNet-2
3arp-gnina-0039,7.341,5.466876,OnionNet-2
3arp-gnina-0016,7.011,4.924689,OnionNet-2
3arp-gnina-0092,7.34,5.719762,OnionNet-2
3arp-gnina-0074,7.404,5.52987,OnionNet-2
3arp-gnina-0065,7.056,5.526709,OnionNet-2
3arp-gnina-0052,7.297000000000001,5.710785,OnionNet-2
3arp-gnina-0067,7.284,5.475366,OnionNet-2
3arp-gnina-0060,7.1160000000000005,5.381294,OnionNet-2
3arp-gnina-0097,6.966,5.480931,OnionNet-2
3arp-gnina-0022,7.2170000000000005,5.058036,OnionNet-2
3arp-gnina-0080,7.231,5.777091,OnionNet-2
3arp-gnina-0083,7.327999999999999,5.287159,OnionNet-2
3arp-gnina-0076,7.44,6.012412,OnionNet-2
3arp-gnina-0036,7.121,5.852986,OnionNet-2
3arp-gnina-0064,7.022,5.842602,OnionNet-2
3arp-gnina-0026,6.997000000000001,5.379381,OnionNet-2
3arp-gnina-0023,7.473,6.068515,OnionNet-2
3arp-gnina-0013,7.069,6.016581,OnionNet-2
3arp-gnina-0050,7.443,5.513893,OnionNet-2
3arp-gnina-0020,7.027,5.456641,OnionNet-2
3arp-gnina-0041,7.0729999999999995,5.384165,OnionNet-2
3arp-gnina-0005,7.277,5.625843,OnionNet-2
3arp-gnina-0059,7.452000000000001,5.278505,OnionNet-2
3arp-gnina-0033,7.355,5.324342,OnionNet-2
3arp-gnina-0043,7.483,5.328514,OnionNet-2
3arp-gnina-0056,7.084,5.215639,OnionNet-2
3arp-gnina-0015,7.222,5.302545,OnionNet-2
3arp-gnina-0044,7.492999999999999,4.795652,OnionNet-2
3arp-gnina-0091,7.422999999999999,4.934293,OnionNet-2
3arp-gnina-0046,7.6160000000000005,4.810421,OnionNet-2
3arp-gnina-0032,7.141,5.017377,OnionNet-2
3arp-gnina-0002,7.045,5.046213,OnionNet-2
3arp-gnina-0086,6.684,4.894627,OnionNet-2
3arp-gnina-0007,7.1370000000000005,4.871302,OnionNet-2
3arp-gnina-0100,6.99,4.793456,OnionNet-2
3arp-gnina-0073,7.4670000000000005,4.774263,OnionNet-2
3arp-gnina-0035,7.65,4.784571,OnionNet-2
3arp-gnina-0090,7.591,4.955798,OnionNet-2
3arp-gnina-0094,7.471,4.718185,OnionNet-2
3arp-gnina-0024,7.229,4.761538,OnionNet-2
3arp-gnina-0021,7.26,4.80511,OnionNet-2
3arp-gnina-0087,7.667999999999999,4.926887,OnionNet-2
3arp-gnina-0072,7.251,4.677052,OnionNet-2
3arp-gnina-0049,7.311,4.655889,OnionNet-2
3arp-gnina-0008,7.187,4.49564,OnionNet-2
3arp-gnina-0063,6.949,4.415248,OnionNet-2
3arp-gnina-0031,7.254,4.560651,OnionNet-2
3arp-gnina-0001,7.303,4.593337,OnionNet-2
3arp-gnina-0028,7.183,4.628022,OnionNet-2
3arp-gnina-0082,7.391,4.687316,OnionNet-2
3arp-gnina-0038,7.254,4.712582,OnionNet-2
3arp-gnina-0066,7.792000000000001,4.778958,OnionNet-2
3arp-gnina-0062,7.026,4.884344,OnionNet-2
3arp-gnina-0014,7.475,4.757544,OnionNet-2
3arp-gnina-0029,7.272,4.828857,OnionNet-2
3arp-gnina-0017,7.559,5.197695,OnionNet-2
3arp-gnina-0098,7.037999999999999,5.068956,OnionNet-2
3arp-gnina-0079,7.455,5.109401,OnionNet-2
3arp-gnina-0018,6.945,5.226079,OnionNet-2
3arp-gnina-0040,7.571000000000001,5.229387,OnionNet-2
3arp-gnina-0019,7.086,4.889999,OnionNet-2
3arp-gnina-0003,7.357,5.012238,OnionNet-2
3arp-gnina-0085,7.664,4.797561,OnionNet-2
3arp-gnina-0045,7.681,4.922207,OnionNet-2
3arp-gnina-0078,7.169,4.944519,OnionNet-2
3arp-gnina-0099,7.629,4.722219,OnionNet-2
3arp-gnina-0048,7.252000000000001,5.328027,OnionNet-2
3arp-gnina-0009,7.2379999999999995,5.963269,OnionNet-2
3arp-gnina-0096,7.23,7.086892,OnionNet-2
3arp-gnina-0004,7.547000000000001,6.533786,OnionNet-2
3arp-gnina-0071,7.369,5.847482,OnionNet-2
3arp-gnina-0093,7.403,5.406865,OnionNet-2
3arp-gnina-0054,6.9479999999999995,5.38089,OnionNet-2
3arp-gnina-0051,7.169,5.986507,OnionNet-2
3arp-gnina-0053,7.247000000000001,5.947477,OnionNet-2
3arp-gnina-0012,7.3229999999999995,5.809675,OnionNet-2
3arp-gnina-0030,7.194,6.189811,OnionNet-2
3arp-gnina-0037,7.21,5.836122,OnionNet-2
3arp-gnina-0095,6.64,5.768333,OnionNet-2
3arp-gnina-0070,7.545,5.837259,OnionNet-2
3arp-gnina-0006,7.225,6.393472,OnionNet-2
3arp-gnina-0055,7.6739999999999995,5.713353,OnionNet-2
3arp-gnina-0058,6.9479999999999995,5.418818,OnionNet-2
3arp-gnina-0068,7.287999999999999,6.024301,OnionNet-2
3arp-gnina-0011,7.46,5.88425,OnionNet-2
3arp-gnina-0081,7.3629999999999995,5.678803,OnionNet-2
3arp-gnina-0088,7.255,5.723686,OnionNet-2
3arp-gnina-0069,6.644,5.512477,OnionNet-2
3arp-gnina-0027,7.479,5.481944,OnionNet-2
3arp-gnina-0025,7.045,6.133914,OnionNet-2
3arp-gnina-0075,6.567,5.731439,OnionNet-2
3arp-gnina-0089,7.066,5.523156,OnionNet-2
3arp-rosetta-0276,7.335,6.604725,OnionNet-2
3arp-rosetta-0836,6.504,6.680539,OnionNet-2
3arp-rosetta-0706,7.343,6.150189,OnionNet-2
3arp-rosetta-0397,6.553,5.806346,OnionNet-2
3arp-rosetta-0310,7.362,5.753704,OnionNet-2
3arp-rosetta-0605,6.524,5.720491,OnionNet-2
3arp-rosetta-0328,7.397,6.039734,OnionNet-2
3arp-rosetta-0467,7.755,6.349625,OnionNet-2
3arp-rosetta-0920,7.228,6.131826,OnionNet-2
3arp-rosetta-0454,7.593999999999999,6.179677,OnionNet-2
3arp-rosetta-0443,7.396,6.245908,OnionNet-2
3arp-rosetta-0787,7.907,6.11768,OnionNet-2
3arp-rosetta-0086,7.896,6.745587,OnionNet-2
3arp-rosetta-0242,6.971,6.127724,OnionNet-2
3arp-rosetta-0732,7.535,6.43289,OnionNet-2
3arp-rosetta-0501,7.405,6.02505,OnionNet-2
3arp-rosetta-0721,7.194,5.928592,OnionNet-2
3arp-rosetta-0460,8.024,6.168192,OnionNet-2
3arp-rosetta-0538,7.364,5.577669,OnionNet-2
3arp-rosetta-0893,7.727,5.527447,OnionNet-2
3arp-rosetta-0673,6.9079999999999995,5.51004,OnionNet-2
3arp-rosetta-0988,7.495,5.548279,OnionNet-2
3arp-rosetta-0913,7.1610000000000005,5.548499,OnionNet-2
3arp-rosetta-0696,7.3260000000000005,5.575154,OnionNet-2
3arp-rosetta-0249,7.125,5.718768,OnionNet-2
3arp-rosetta-0073,7.565,6.082164,OnionNet-2
3arp-rosetta-0375,7.371,5.772788,OnionNet-2
3arp-rosetta-0642,7.824,6.085028,OnionNet-2
3arp-rosetta-0008,7.537999999999999,5.900413,OnionNet-2
3arp-rosetta-0077,7.252000000000001,5.925578,OnionNet-2
3arp-rosetta-0743,7.602,5.914616,OnionNet-2
3arp-rosetta-0994,6.526,6.224945,OnionNet-2
3arp-rosetta-0717,7.502000000000001,6.128329,OnionNet-2
3arp-rosetta-0563,7.271,6.15435,OnionNet-2
3arp-rosetta-0693,7.545,6.189525,OnionNet-2
3arp-rosetta-0616,6.539,5.984678,OnionNet-2
3arp-rosetta-0522,7.522,5.769551,OnionNet-2
3arp-rosetta-0209,7.334,6.048496,OnionNet-2
3arp-rosetta-0719,7.1739999999999995,6.883389,OnionNet-2
3arp-rosetta-0427,6.591,6.397053,OnionNet-2
3arp-rosetta-0117,7.65,5.917355,OnionNet-2
3arp-rosetta-0438,7.32,6.128471,OnionNet-2
3arp-rosetta-0625,6.817,5.877528,OnionNet-2
3arp-rosetta-0664,7.4670000000000005,5.82834,OnionNet-2
3arp-rosetta-0432,7.218,5.815517,OnionNet-2
3arp-rosetta-0255,7.612,5.716032,OnionNet-2
3arp-rosetta-0570,6.882000000000001,5.709525,OnionNet-2
3arp-rosetta-0036,7.062,6.069545,OnionNet-2
3arp-rosetta-0734,7.242999999999999,6.032591,OnionNet-2
3arp-rosetta-0490,7.055,6.472362,OnionNet-2
3arp-rosetta-0576,6.595,5.841041,OnionNet-2
3arp-rosetta-0582,7.402,5.987441,OnionNet-2
3arp-rosetta-0441,7.018,5.978404,OnionNet-2
3arp-rosetta-0705,7.547999999999999,5.770791,OnionNet-2
3arp-rosetta-0257,6.353,5.389952,OnionNet-2
3arp-rosetta-0182,7.766,5.327195,OnionNet-2
3arp-rosetta-0917,6.824,5.787673,OnionNet-2
3arp-rosetta-0030,7.358,5.412002,OnionNet-2
3arp-rosetta-0297,7.504,5.494008,OnionNet-2
3arp-rosetta-0831,7.557,5.638487,OnionNet-2
3arp-rosetta-0307,7.268,6.550599,OnionNet-2
3arp-rosetta-0327,7.688,5.892575,OnionNet-2
3arp-rosetta-0419,6.6770000000000005,5.466106,OnionNet-2
3arp-rosetta-0063,7.65,5.560214,OnionNet-2
3arp-rosetta-0372,6.39,6.118867,OnionNet-2
3arp-rosetta-0314,7.329,5.969814,OnionNet-2
3arp-rosetta-0564,6.496,5.815346,OnionNet-2
3arp-rosetta-0001,7.574,5.583289,OnionNet-2
3arp-rosetta-0505,7.694,5.682451,OnionNet-2
3arp-rosetta-0277,6.858,6.042317,OnionNet-2
3arp-rosetta-0039,7.443,5.642628,OnionNet-2
3arp-rosetta-0069,7.529,5.318645,OnionNet-2
3arp-rosetta-0628,7.544,5.792759,OnionNet-2
3arp-rosetta-0189,6.598,5.378186,OnionNet-2
3arp-rosetta-0674,7.468999999999999,5.712783,OnionNet-2
3arp-rosetta-0764,7.136,5.92204,OnionNet-2
3arp-rosetta-0854,6.6610000000000005,5.470751,OnionNet-2
3arp-rosetta-0145,7.4639999999999995,5.538071,OnionNet-2
3arp-rosetta-0624,6.966,5.472751,OnionNet-2
3arp-rosetta-0476,7.3420000000000005,5.565342,OnionNet-2
3arp-rosetta-0051,7.115,5.71918,OnionNet-2
3arp-rosetta-0710,7.11,5.886527,OnionNet-2
3arp-rosetta-0907,7.271,5.834641,OnionNet-2
3arp-rosetta-0127,7.835,5.484054,OnionNet-2
3arp-rosetta-0827,7.782,5.986599,OnionNet-2
3arp-rosetta-0292,6.9239999999999995,5.78245,OnionNet-2
3arp-rosetta-0210,6.746,5.768051,OnionNet-2
3arp-rosetta-0377,7.165,5.624338,OnionNet-2
3arp-rosetta-0521,6.983,5.732381,OnionNet-2
3arp-rosetta-0139,7.772,5.807211,OnionNet-2
3arp-rosetta-0785,6.6770000000000005,6.002542,OnionNet-2
3arp-rosetta-0815,7.341,5.664428,OnionNet-2
3arp-rosetta-0502,7.331,5.637673,OnionNet-2
3arp-rosetta-0593,7.364,5.49348,OnionNet-2
3arp-rosetta-0352,7.349,5.807212,OnionNet-2
3arp-rosetta-0303,6.959,5.598675,OnionNet-2
3arp-rosetta-0313,7.775,5.182218,OnionNet-2
3arp-rosetta-0889,6.837000000000001,5.567116,OnionNet-2
3arp-rosetta-0315,7.242000000000001,5.489835,OnionNet-2
3arp-rosetta-0554,7.476,5.55553,OnionNet-2
3arp-boltz2,6.559,5.748442,OnionNet-2
3dx2-crystal,6.346,5.716918,OnionNet-2
3dx2-gnina-0093,3.6910000000000003,4.07512,OnionNet-2
3dx2-gnina-0068,3.906,4.233941,OnionNet-2
3dx2-gnina-0038,4.92,4.286897,OnionNet-2
3dx2-gnina-0026,4.388,4.31978,OnionNet-2
3dx2-gnina-0001,5.791,4.459053,OnionNet-2
3dx2-gnina-0008,4.901,4.210331,OnionNet-2
3dx2-gnina-0079,4.814,4.218683,OnionNet-2
3dx2-gnina-0098,4.5489999999999995,4.141793,OnionNet-2
3dx2-gnina-0013,4.415,4.115656,OnionNet-2
3dx2-gnina-0032,4.039,4.22876,OnionNet-2
3dx2-gnina-0056,4.503,4.202545,OnionNet-2
3dx2-gnina-0070,3.694,4.241668,OnionNet-2
3dx2-gnina-0085,4.067,4.217172,OnionNet-2
3dx2-gnina-0077,4.706,5.181619,OnionNet-2
3dx2-gnina-0045,3.9589999999999996,4.183138,OnionNet-2
3dx2-gnina-0083,4.5280000000000005,4.159051,OnionNet-2
3dx2-gnina-0055,3.958,4.143844,OnionNet-2
3dx2-gnina-0006,4.474,4.264523,OnionNet-2
3dx2-gnina-0090,3.687,4.244314,OnionNet-2
3dx2-gnina-0003,4.762,4.352223,OnionNet-2
3dx2-gnina-0082,3.792,4.271547,OnionNet-2
3dx2-gnina-0088,4.172,4.294404,OnionNet-2
3dx2-gnina-0039,3.884,4.366757,OnionNet-2
3dx2-gnina-0018,4.349,4.34948,OnionNet-2
3dx2-gnina-0075,3.9160000000000004,4.233595,OnionNet-2
3dx2-gnina-0046,4.117,4.209271,OnionNet-2
3dx2-gnina-0025,4.573,4.345488,OnionNet-2
3dx2-gnina-0074,4.6530000000000005,5.167386,OnionNet-2
3dx2-gnina-0044,5.821000000000001,4.111882,OnionNet-2
3dx2-gnina-0091,4.958,4.205353,OnionNet-2
3dx2-gnina-0053,4.779,4.218858,OnionNet-2
3dx2-gnina-0076,4.482,4.143821,OnionNet-2
3dx2-gnina-0060,4.048,4.143765,OnionNet-2
3dx2-gnina-0005,4.141,4.280843,OnionNet-2
3dx2-gnina-0041,4.348,4.301061,OnionNet-2
3dx2-gnina-0031,4.041,4.170821,OnionNet-2
3dx2-gnina-0027,4.852,4.233334,OnionNet-2
3dx2-gnina-0033,4.1739999999999995,4.377224,OnionNet-2
3dx2-gnina-0012,4.111000000000001,4.348381,OnionNet-2
3dx2-gnina-0002,5.019,4.451877,OnionNet-2
3dx2-gnina-0078,3.582,4.257771,OnionNet-2
3dx2-gnina-0048,3.971,5.260408,OnionNet-2
3dx2-gnina-0097,4.065,4.156384,OnionNet-2
3dx2-gnina-0099,3.6319999999999997,4.132398,OnionNet-2
3dx2-gnina-0010,4.283,4.420585,OnionNet-2
3dx2-gnina-0036,4.824,4.445996,OnionNet-2
3dx2-gnina-0014,4.994,4.185617,OnionNet-2
3dx2-gnina-0023,5.63,4.372359,OnionNet-2
3dx2-gnina-0049,4.5169999999999995,4.355331,OnionNet-2
3dx2-gnina-0054,4.3069999999999995,4.276704,OnionNet-2
3dx2-gnina-0019,4.874,4.386332,OnionNet-2
3dx2-gnina-0057,3.627,4.075516,OnionNet-2
3dx2-gnina-0073,4.372,4.32557,OnionNet-2
3dx2-gnina-0080,4.34,4.367253,OnionNet-2
3dx2-gnina-0081,5.2139999999999995,4.430435,OnionNet-2
3dx2-gnina-0024,4.563,4.700488,OnionNet-2
3dx2-gnina-0047,3.352,4.26986,OnionNet-2
3dx2-gnina-0059,3.935,4.18223,OnionNet-2
3dx2-gnina-0092,4.302,4.460795,OnionNet-2
3dx2-gnina-0062,4.611000000000001,4.044898,OnionNet-2
3dx2-gnina-0042,4.468999999999999,4.44762,OnionNet-2
3dx2-gnina-0007,4.207,4.179076,OnionNet-2
3dx2-gnina-0087,3.878,4.462072,OnionNet-2
3dx2-gnina-0040,3.733,4.304934,OnionNet-2
3dx2-gnina-0063,4.433,4.36922,OnionNet-2
3dx2-gnina-0067,3.543,4.299252,OnionNet-2
3dx2-gnina-0058,3.855,4.18889,OnionNet-2
3dx2-gnina-0029,4.487,4.056295,OnionNet-2
3dx2-gnina-0064,4.614,4.207596,OnionNet-2
3dx2-gnina-0017,4.34,4.976851,OnionNet-2
3dx2-gnina-0004,5.319,4.30895,OnionNet-2
3dx2-gnina-0035,4.855,4.33099,OnionNet-2
