name,prediction,t_prep_s,t_infer_s
3d4z-rosetta-0368,7.4427624,2.635863,0.085
3d4z-rosetta-0373,7.678814,2.647954,0.085
3d4z-rosetta-0379,7.8089285,2.64611,0.085
3d4z-rosetta-0381,7.0515137,2.625065,0.085
3d4z-rosetta-0385,6.8176622,2.650432,0.085
3d4z-rosetta-0392,6.6595335,2.699214,0.085
3d4z-rosetta-0407,7.3838825,2.639548,0.085
3d4z-rosetta-0419,7.482587,2.629689,0.085
3d4z-rosetta-0429,7.955741,2.65414,0.085
3d4z-rosetta-0432,7.1214905,2.62777,0.085
3d4z-rosetta-0447,7.5096188,2.635422,0.085
3d4z-rosetta-0450,7.75292,2.648101,0.085
3d4z-rosetta-0475,6.9173346,2.644243,0.085
3d4z-rosetta-0489,7.830493,2.632766,0.085
3d4z-rosetta-0495,7.2716007,2.633575,0.085
3d4z-rosetta-0500,6.293458,2.641944,0.085
3d4z-rosetta-0514,7.134597,2.628084,0.085
3d4z-rosetta-0516,6.705264,2.63872,0.085
3d4z-rosetta-0522,7.3898287,2.659019,0.085
3d4z-rosetta-0526,7.110423,2.640377,0.085
3d4z-rosetta-0549,7.1981936,2.599122,0.085013
3d4z-rosetta-0551,7.9610987,2.612344,0.085013
3d4z-rosetta-0553,7.150754,2.629055,0.085013
3d4z-rosetta-0556,7.3485556,2.627371,0.085013
3d4z-rosetta-0564,6.9340744,2.652803,0.085013
3d4z-rosetta-0586,6.505062,2.630789,0.085013
3d4z-rosetta-0621,6.706931,2.644915,0.085013
3d4z-rosetta-0623,6.5646477,2.655239,0.085013
3d4z-rosetta-0632,6.8339243,2.643821,0.085013
3d4z-rosetta-0647,7.2726517,2.65099,0.085013
3d4z-rosetta-0677,6.062953,2.643897,0.085013
3d4z-rosetta-0679,7.1948576,2.644278,0.085013
3d4z-rosetta-0690,7.1417313,2.613158,0.085013
3d4z-rosetta-0692,7.1607723,2.643553,0.085013
3d4z-rosetta-0699,7.1619377,2.648529,0.085013
3d4z-rosetta-0723,7.394536,14.830052,0.085013
3d4z-rosetta-0726,7.306901,2.643067,0.085013
3d4z-rosetta-0740,7.016283,2.647184,0.085013
3d4z-rosetta-0742,7.6749926,2.651776,0.085013
3d4z-rosetta-0746,8.254126,2.626486,0.085013
3d4z-rosetta-0748,7.061858,2.644774,0.084989
3d4z-rosetta-0760,7.103754,2.630703,0.084989
3d4z-rosetta-0779,7.653534,2.64128,0.084989
3d4z-rosetta-0780,7.500952,2.641235,0.084989
3d4z-rosetta-0793,7.0501223,2.64976,0.084989
3d4z-rosetta-0798,5.7194805,2.651641,0.084989
3d4z-rosetta-0811,7.2092514,2.656786,0.084989
3d4z-rosetta-0828,7.703047,2.646809,0.084989
3d4z-rosetta-0829,7.199918,2.632894,0.084989
3d4z-rosetta-0845,7.5289497,2.641087,0.084989
3d4z-rosetta-0856,7.5879593,2.627413,0.084989
3d4z-rosetta-0895,7.535654,2.62722,0.084989
3d4z-rosetta-0906,7.4689894,2.653816,0.084989
3d4z-rosetta-0919,6.5500345,2.644634,0.084989
3d4z-rosetta-0922,7.505615,2.668133,0.084989
3d4z-rosetta-0925,7.5245504,2.650126,0.084989
3d4z-rosetta-0927,6.646901,2.63788,0.084989
3d4z-rosetta-0930,7.9570055,2.614579,0.084989
3d4z-rosetta-0938,6.8850393,2.649159,0.084989
3d4z-rosetta-0946,5.7444,2.648557,0.084989
3d4z-rosetta-0947,7.265007,2.615886,0.085171
3d4z-rosetta-0956,7.6757574,2.619421,0.085171
3d4z-rosetta-0970,7.4430447,2.63467,0.085171
3d4z-rosetta-0972,7.240349,2.628404,0.085171
3d4z-rosetta-0975,6.531515,2.634968,0.085171
3d4z-rosetta-0989,7.3503237,2.644361,0.085171
3d4z-rosetta-0993,6.726777,2.653583,0.085171
3d6q-boltz,5.7664843,0.061906,0.085171
3d6q-crystal,4.865734,0.032592,0.085171
3d6q-gnina-0001,5.8339586,0.109212,0.085171
3d6q-gnina-0002,5.769354,0.107954,0.085171
3d6q-gnina-0003,5.7791023,0.108978,0.085171
3d6q-gnina-0004,5.4421043,0.119281,0.085171
3d6q-gnina-0005,5.7529106,0.111766,0.085171
3d6q-gnina-0006,6.061571,0.109365,0.085171
3d6q-gnina-0007,5.8734255,0.110218,0.085171
3d6q-gnina-0008,5.6925344,0.120235,0.085171
3d6q-gnina-0009,5.8163824,0.116677,0.085171
3d6q-gnina-0010,5.821409,0.112452,0.085171
3d6q-gnina-0011,6.0099707,0.137455,0.085171
3d6q-gnina-0012,5.81653,0.13288,0.085131
3d6q-gnina-0013,5.8517685,0.117252,0.085131
3d6q-gnina-0014,5.4443693,0.137669,0.085131
3d6q-gnina-0015,6.208618,0.118935,0.085131
3d6q-gnina-0016,6.0151033,0.110403,0.085131
3d6q-gnina-0017,5.430435,0.144348,0.085131
3d6q-gnina-0018,5.7420397,0.118275,0.085131
3d6q-gnina-0019,5.619747,0.111134,0.085131
3d6q-gnina-0020,6.1769648,0.128978,0.085131
3d6q-gnina-0021,5.4288244,0.125731,0.085131
3d6q-gnina-0022,6.000807,0.108721,0.085131
3d6q-gnina-0023,6.7927017,0.116154,0.085131
3d6q-gnina-0024,6.77153,0.119528,0.085131
3d6q-gnina-0025,6.0823374,0.118025,0.085131
3d6q-gnina-0026,6.437379,0.110745,0.085131
3d6q-gnina-0027,5.505747,0.117545,0.085131
3d6q-gnina-0028,5.2811747,0.146579,0.085131
3d6q-gnina-0029,6.2712107,0.117776,0.085131
3d6q-gnina-0030,6.720355,0.119156,0.085131
3d6q-gnina-0031,5.5678453,0.115648,0.085131
3d6q-gnina-0032,5.8328238,0.117723,0.084973
3d6q-gnina-0033,6.1646852,0.119254,0.084973
3d6q-gnina-0034,6.9159822,0.118132,0.084973
3d6q-gnina-0035,5.80538,0.125865,0.084973
3d6q-gnina-0036,6.2278805,0.109364,0.084973
3d6q-gnina-0037,5.4212294,0.119351,0.084973
3d6q-gnina-0038,5.1787233,0.111482,0.084973
3d6q-gnina-0039,5.736891,0.10975,0.084973
3d6q-gnina-0040,5.9515,0.130928,0.084973
3d6q-gnina-0041,5.0975466,0.109899,0.084973
3d6q-gnina-0042,6.0648127,0.108761,0.084973
3d6q-gnina-0043,5.6067057,0.130802,0.084973
3d6q-gnina-0044,5.041135,0.111106,0.084973
3d6q-gnina-0045,6.0302076,0.109066,0.084973
3d6q-gnina-0046,5.696492,0.125802,0.084973
3d6q-gnina-0047,5.6385565,0.11853,0.084973
3d6q-gnina-0048,5.1720123,0.10853,0.084973
3d6q-gnina-0049,5.248331,0.108656,0.084973
3d6q-gnina-0050,5.4020915,0.121699,0.084973
3d6q-gnina-0051,5.4293804,0.110207,0.084973
3d6q-gnina-0052,6.6831484,0.108896,0.085091
3d6q-gnina-0053,6.024453,0.117541,0.085091
3d6q-gnina-0054,6.696002,0.12749,0.085091
3d6q-gnina-0055,5.918001,0.133919,0.085091
3d6q-gnina-0056,6.318098,0.109063,0.085091
3d6q-gnina-0057,6.305789,0.11696,0.085091
3d6q-gnina-0058,6.2250977,0.147297,0.085091
3d6q-gnina-0059,5.518573,0.108217,0.085091
3d6q-gnina-0060,6.0342865,0.110782,0.085091
3d6q-gnina-0061,6.227722,0.136063,0.085091
3d6q-gnina-0062,6.138056,0.117825,0.085091
3d6q-gnina-0063,5.7846107,0.111796,0.085091
3d6q-gnina-0064,5.4966297,0.110297,0.085091
3d6q-gnina-0065,6.278384,0.129218,0.085091
3d6q-gnina-0066,6.214053,0.109495,0.085091
3d6q-gnina-0067,5.92622,0.119608,0.085091
3d6q-gnina-0068,6.64727,0.127052,0.085091
3d6q-gnina-0069,5.678026,0.108937,0.085091
3d6q-gnina-0070,6.1820135,0.109892,0.085091
3d6q-gnina-0071,6.298559,0.109118,0.085091
3d6q-gnina-0072,5.38899,0.148627,0.08505
3d6q-gnina-0073,5.528186,0.136079,0.08505
3d6q-gnina-0074,5.448968,0.110193,0.08505
3d6q-gnina-0075,5.623543,0.10994,0.08505
3d6q-gnina-0076,5.522588,0.117634,0.08505
3d6q-gnina-0077,5.8690586,0.118277,0.08505
3d6q-gnina-0078,5.158085,0.11782,0.08505
3d6q-gnina-0079,5.7635984,0.109804,0.08505
3d6q-gnina-0080,4.8544464,0.109441,0.08505
3d6q-gnina-0081,6.4363785,0.119902,0.08505
3d6q-gnina-0082,5.666937,0.118352,0.08505
3d6q-gnina-0083,5.5813866,0.118746,0.08505
3d6q-gnina-0084,5.460264,0.107807,0.08505
3d6q-gnina-0085,5.322897,0.108219,0.08505
3d6q-gnina-0086,6.723737,0.120515,0.08505
3d6q-gnina-0087,5.619255,0.110325,0.08505
3d6q-gnina-0088,6.072793,0.108976,0.08505
3d6q-gnina-0089,6.724312,0.109721,0.08505
3d6q-gnina-0090,6.090295,0.120065,0.08505
3d6q-gnina-0091,5.6586695,0.117451,0.08505
3d6q-gnina-0092,4.6592226,0.1088,0.085066
3d6q-gnina-0093,5.3595896,0.124867,0.085066
3d6q-gnina-0094,6.3609037,0.123164,0.085066
3d6q-gnina-0095,6.553442,0.122433,0.085066
3d6q-gnina-0096,5.6956234,0.134218,0.085066
3d6q-gnina-0097,5.062434,0.117864,0.085066
3d6q-gnina-0098,5.687195,0.120266,0.085066
3d6q-gnina-0099,5.480321,0.130642,0.085066
3d6q-gnina-0100,6.4084253,0.139256,0.085066
3d6q-rosetta-0008,7.1102524,0.131222,0.085066
3d6q-rosetta-0036,4.793151,0.110048,0.085066
3d6q-rosetta-0050,4.913146,0.134885,0.085066
3d6q-rosetta-0053,6.4092016,0.117212,0.085066
3d6q-rosetta-0059,5.823533,0.10941,0.085066
3d6q-rosetta-0063,4.7551384,0.125091,0.085066
3d6q-rosetta-0068,5.866971,0.108118,0.085066
3d6q-rosetta-0070,4.8352814,0.132238,0.085066
3d6q-rosetta-0080,5.4069138,0.112475,0.085066
3d6q-rosetta-0082,5.4298506,0.113149,0.085066
3d6q-rosetta-0086,6.321967,0.118583,0.085066
3d6q-rosetta-0097,6.9921465,0.119087,0.085057
3d6q-rosetta-0106,6.31816,0.111615,0.085057
3d6q-rosetta-0111,5.7650948,0.128468,0.085057
3d6q-rosetta-0117,5.5272675,0.127291,0.085057
3d6q-rosetta-0126,5.0992174,0.124322,0.085057
3d6q-rosetta-0154,5.0117893,0.130609,0.085057
3d6q-rosetta-0157,4.5893784,0.109888,0.085057
3d6q-rosetta-0161,6.2561083,0.106334,0.085057
3d6q-rosetta-0167,5.960946,0.116101,0.085057
3d6q-rosetta-0206,5.2993536,0.126641,0.085057
3d6q-rosetta-0215,5.3933897,0.117704,0.085057
3d6q-rosetta-0217,7.3618126,0.114275,0.085057
3d6q-rosetta-0224,6.9283648,0.131343,0.085057
3d6q-rosetta-0225,6.943351,0.116967,0.085057
3d6q-rosetta-0229,5.3216124,0.112043,0.085057
3d6q-rosetta-0230,8.060853,0.125417,0.085057
3d6q-rosetta-0255,6.468239,0.124347,0.085057
3d6q-rosetta-0257,6.6547947,0.127409,0.085057
3d6q-rosetta-0261,5.6604595,0.115064,0.085057
3d6q-rosetta-0296,5.0860853,0.1173,0.085057
3d6q-rosetta-0298,5.5214396,0.132784,0.085037
3d6q-rosetta-0305,5.4504995,0.108112,0.085037
3d6q-rosetta-0307,5.097788,0.120829,0.085037
3d6q-rosetta-0313,4.6714315,0.139839,0.085037
3d6q-rosetta-0320,5.4651604,0.130664,0.085037
3d6q-rosetta-0327,4.7245655,0.109696,0.085037
3d6q-rosetta-0334,5.0148454,0.109145,0.085037
3d6q-rosetta-0346,5.0065613,0.112332,0.085037
3d6q-rosetta-0363,5.626768,0.108113,0.085037
3d6q-rosetta-0375,5.637085,0.1356,0.085037
3d6q-rosetta-0376,5.0193176,0.119911,0.085037
3d6q-rosetta-0383,5.65308,0.123746,0.085037
3d6q-rosetta-0384,5.298642,0.121234,0.085037
3d6q-rosetta-0397,5.18371,0.123663,0.085037
3d6q-rosetta-0403,5.269745,0.117393,0.085037
3d6q-rosetta-0409,5.864498,0.136279,0.085037
3d6q-rosetta-0410,7.393795,0.117713,0.085037
3d6q-rosetta-0431,5.3406525,0.109919,0.085037
3d6q-rosetta-0450,6.275934,0.115234,0.085037
3d6q-rosetta-0464,4.957123,0.117158,0.085037
3d6q-rosetta-0466,5.4047804,0.125076,0.085089
3d6q-rosetta-0468,5.957056,0.10721,0.085089
3d6q-rosetta-0469,6.338132,0.130135,0.085089
3d6q-rosetta-0479,6.4056845,0.125966,0.085089
3d6q-rosetta-0485,5.150609,0.12904,0.085089
3d6q-rosetta-0501,7.174858,0.122857,0.085089
3d6q-rosetta-0508,4.8467226,0.126353,0.085089
3d6q-rosetta-0522,6.4399414,0.107912,0.085089
3d6q-rosetta-0564,5.193281,0.124642,0.085089
3d6q-rosetta-0572,4.631524,0.15005,0.085089
3d6q-rosetta-0576,4.539856,0.118517,0.085089
3d6q-rosetta-0587,6.0558805,0.10903,0.085089
3d6q-rosetta-0613,5.2501316,0.117272,0.085089
3d6q-rosetta-0630,4.9120955,0.146705,0.085089
3d6q-rosetta-0631,5.4073963,0.118378,0.085089
3d6q-rosetta-0643,5.435261,0.143126,0.085089
3d6q-rosetta-0649,5.9753504,0.137862,0.085089
3d6q-rosetta-0663,5.9089174,0.110374,0.085089
3d6q-rosetta-0673,5.863201,0.127427,0.085089
3d6q-rosetta-0676,6.9557743,0.125644,0.085089
3d6q-rosetta-0690,5.1474867,0.118169,0.085072
3d6q-rosetta-0693,5.9037895,0.120803,0.085072
3d6q-rosetta-0719,5.590536,0.119628,0.085072
3d6q-rosetta-0724,5.2457685,0.107469,0.085072
3d6q-rosetta-0725,4.5792503,0.107864,0.085072
3d6q-rosetta-0759,4.8593273,0.133761,0.085072
3d6q-rosetta-0760,5.7161026,0.124328,0.085072
3d6q-rosetta-0762,5.024331,0.132405,0.085072
3d6q-rosetta-0776,10.234715,0.120725,0.085072
3d6q-rosetta-0810,6.4143248,0.1318,0.085072
3d6q-rosetta-0817,6.356365,0.20009,0.085072
3d6q-rosetta-0818,5.0807824,0.134308,0.085072
3d6q-rosetta-0823,5.32615,0.111692,0.085072
3d6q-rosetta-0826,4.997464,0.120277,0.085072
3d6q-rosetta-0831,6.0057096,0.108496,0.085072
3d6q-rosetta-0854,5.22001,0.119104,0.085072
3d6q-rosetta-0855,5.0038195,0.124449,0.085072
3d6q-rosetta-0882,4.842833,0.118689,0.085072
3d6q-rosetta-0919,5.3440332,0.11707,0.085072
3d6q-rosetta-0930,6.514618,0.107943,0.085072
3d6q-rosetta-0971,5.6561203,0.119966,0.085291
3d6q-rosetta-0986,5.7077312,0.109124,0.085291
3d6q-rosetta-0992,5.021366,0.108252,0.085291
3dd0-boltz,5.4218845,0.083074,0.085291
3dd0-crystal,7.3414183,0.050751,0.085291
3dd0-gnina-0001,6.809846,0.120787,0.085291
3dd0-gnina-0002,6.6333027,0.136419,0.085291
3dd0-gnina-0003,6.466197,0.145303,0.085291
3dd0-gnina-0004,6.4422216,0.12926,0.085291
3dd0-gnina-0005,6.5624914,0.134492,0.085291
3dd0-gnina-0006,6.0535574,0.136171,0.085291
3dd0-gnina-0007,6.546653,0.119785,0.085291
3dd0-gnina-0008,6.280471,0.119118,0.085291
3dd0-gnina-0009,6.525818,0.142597,0.085291
3dd0-gnina-0010,6.096596,0.127299,0.085291
3dd0-gnina-0011,6.2751703,0.119398,0.085291
3dd0-gnina-0012,7.060419,0.140434,0.085291
3dd0-gnina-0013,6.199171,0.119201,0.085291
3dd0-gnina-0014,6.181758,0.14107,0.085291
3dd0-gnina-0015,6.117347,0.120304,0.085291
3dd0-gnina-0016,6.599081,0.120227,0.085043
3dd0-gnina-0017,6.9794397,0.135754,0.085043
3dd0-gnina-0018,6.4015713,0.119009,0.085043
3dd0-gnina-0019,6.431546,0.139484,0.085043
3dd0-gnina-0020,6.065772,0.119505,0.085043
3dd0-gnina-0021,7.0302057,0.133356,0.085043
3dd0-gnina-0022,6.329295,0.117945,0.085043
3dd0-gnina-0023,6.5960684,0.13328,0.085043
3dd0-gnina-0024,6.1212645,0.136145,0.085043
3dd0-gnina-0025,6.075979,0.118849,0.085043
3dd0-gnina-0026,5.8026943,0.127388,0.085043
3dd0-gnina-0027,6.681695,0.120119,0.085043
3dd0-gnina-0028,7.000642,0.120482,0.085043
3dd0-gnina-0029,6.697613,0.119557,0.085043
3dd0-gnina-0030,5.5526457,0.119634,0.085043
3dd0-gnina-0031,5.745535,0.119847,0.085043
3dd0-gnina-0032,6.133354,0.117438,0.085043
3dd0-gnina-0033,6.253296,0.151825,0.085043
3dd0-gnina-0034,6.1179647,0.13261,0.085043
3dd0-gnina-0035,6.1183977,0.118805,0.085043
3dd0-gnina-0036,6.8035965,0.143127,0.085082
3dd0-gnina-0037,6.497814,0.119436,0.085082
3dd0-gnina-0038,5.865389,0.119719,0.085082
3dd0-gnina-0039,6.138715,0.119599,0.085082
3dd0-gnina-0040,5.6144543,0.120059,0.085082
3dd0-gnina-0041,6.3822327,0.119096,0.085082
3dd0-gnina-0042,6.492223,0.216011,0.085082
3dd0-gnina-0043,6.305215,0.129849,0.085082
3dd0-gnina-0044,6.0000153,0.120523,0.085082
3dd0-gnina-0045,7.0125113,0.11912,0.085082
3dd0-gnina-0046,6.321657,0.127257,0.085082
3dd0-gnina-0047,6.266156,0.12797,0.085082
3dd0-gnina-0048,6.778638,0.119624,0.085082
3dd0-gnina-0049,6.2955904,0.153804,0.085082
3dd0-gnina-0050,5.4900856,0.138157,0.085082
3dd0-gnina-0051,6.147518,0.137481,0.085082
3dd0-gnina-0052,6.331751,0.119146,0.085082
3dd0-gnina-0053,5.9327803,0.127684,0.085082
3dd0-gnina-0054,6.4064245,0.119185,0.085082
3dd0-gnina-0055,5.9974747,0.125445,0.085082
3dd0-gnina-0056,5.121196,0.140323,0.084994
3dd0-gnina-0057,6.447584,0.174513,0.084994
3dd0-gnina-0058,6.5154037,0.138142,0.084994
3dd0-gnina-0059,6.1663,0.133266,0.084994
3dd0-gnina-0060,6.263522,0.120064,0.084994
3dd0-gnina-0061,6.273653,0.140358,0.084994
3dd0-gnina-0062,6.6488323,0.12483,0.084994
3dd0-gnina-0063,6.4237823,0.11912,0.084994
3dd0-gnina-0064,5.7404137,2.389479,0.084994
3dd0-gnina-0065,5.489168,0.127987,0.084994
3dd0-gnina-0066,6.907815,0.127232,0.084994
3dd0-gnina-0067,6.3455896,0.143786,0.084994
3dd0-gnina-0068,6.2056866,0.118427,0.084994
3dd0-gnina-0069,6.4512844,0.131815,0.084994
3dd0-gnina-0070,5.733713,0.131152,0.084994
3dd0-gnina-0071,5.7068624,0.131385,0.084994
3dd0-gnina-0072,6.0286474,0.127335,0.084994
3dd0-gnina-0073,5.9840994,0.119703,0.084994
3dd0-gnina-0074,6.432349,0.144149,0.084994
3dd0-gnina-0075,6.434742,0.118453,0.084994
3dd0-gnina-0076,5.8478584,0.128097,0.085002
3dd0-gnina-0077,6.5790396,0.118919,0.085002
3dd0-gnina-0078,5.211375,0.133826,0.085002
3dd0-gnina-0079,5.5490694,0.128325,0.085002
3dd0-gnina-0080,5.847416,0.119369,0.085002
3dd0-gnina-0081,5.260272,0.13611,0.085002
3dd0-gnina-0082,5.3819647,0.120759,0.085002
3dd0-gnina-0083,5.629607,0.118772,0.085002
3dd0-gnina-0084,5.492118,0.12755,0.085002
3dd0-gnina-0085,5.292264,0.133868,0.085002
3dd0-gnina-0086,6.465601,0.11894,0.085002
3dd0-gnina-0087,6.5829,0.119594,0.085002
3dd0-gnina-0088,5.157174,0.119009,0.085002
3dd0-gnina-0089,6.2608976,0.138051,0.085002
3dd0-gnina-0090,5.067483,0.119859,0.085002
3dd0-gnina-0091,6.081564,0.127046,0.085002
3dd0-gnina-0092,6.005164,0.127562,0.085002
3dd0-gnina-0093,5.7270765,0.128148,0.085002
3dd0-gnina-0094,6.4075613,0.12828,0.085002
3dd0-gnina-0095,5.802416,0.127938,0.085002
3dd0-gnina-0096,5.4327307,0.120703,0.084998
3dd0-gnina-0097,6.6292534,0.14723,0.084998
3dd0-gnina-0098,6.1663027,0.119586,0.084998
3dd0-gnina-0099,6.0291595,0.144354,0.084998
3dd0-gnina-0100,6.233863,0.127526,0.084998
3dd0-rosetta-0010,6.620428,0.131726,0.084998
3dd0-rosetta-0012,5.9865704,0.138205,0.084998
3dd0-rosetta-0035,6.083663,0.118034,0.084998
3dd0-rosetta-0041,7.0946293,0.119912,0.084998
3dd0-rosetta-0058,6.2050867,0.117785,0.084998
3dd0-rosetta-0078,6.711177,0.130315,0.084998
3dd0-rosetta-0083,6.617179,0.134544,0.084998
3dd0-rosetta-0088,6.52604,0.124437,0.084998
3dd0-rosetta-0104,6.3395195,0.119779,0.084998
3dd0-rosetta-0132,6.9083033,0.118436,0.084998
3dd0-rosetta-0148,5.6711473,0.118342,0.084998
3dd0-rosetta-0149,6.123169,0.12781,0.084998
3dd0-rosetta-0152,6.291643,0.118481,0.084998
3dd0-rosetta-0173,6.249878,0.119344,0.084998
3dd0-rosetta-0174,6.1053753,0.118636,0.084998
3dd0-rosetta-0176,7.056819,0.118531,0.085034
3dd0-rosetta-0191,6.3287582,0.118793,0.085034
3dd0-rosetta-0226,6.4618073,0.133884,0.085034
3dd0-rosetta-0233,5.951442,0.141895,0.085034
3dd0-rosetta-0237,6.0399914,0.142709,0.085034
3dd0-rosetta-0242,6.5074453,0.136836,0.085034
3dd0-rosetta-0247,6.282963,0.125718,0.085034
3dd0-rosetta-0250,7.173753,0.127139,0.085034
3dd0-rosetta-0268,6.3565273,0.127984,0.085034
3dd0-rosetta-0282,6.4545507,0.143167,0.085034
3dd0-rosetta-0284,6.344486,0.137488,0.085034
3dd0-rosetta-0293,6.228052,0.127318,0.085034
3dd0-rosetta-0301,6.4967613,0.143557,0.085034
3dd0-rosetta-0325,6.707184,0.149432,0.085034
3dd0-rosetta-0330,6.750331,0.13712,0.085034
3dd0-rosetta-0339,6.6191874,0.127667,0.085034
3dd0-rosetta-0343,5.9931307,0.141325,0.085034
3dd0-rosetta-0344,6.0371256,0.138213,0.085034
3dd0-rosetta-0346,6.3142157,0.118749,0.085034
3dd0-rosetta-0352,6.0989933,0.118915,0.085034
3dd0-rosetta-0372,7.052494,0.119826,0.086754
3dd0-rosetta-0381,6.4222097,0.12972,0.086754
3dd0-rosetta-0410,6.812211,0.139577,0.086754
3dd0-rosetta-0411,5.9138975,0.119216,0.086754
3dd0-rosetta-0430,6.537755,0.127427,0.086754
3dd0-rosetta-0433,6.8205185,0.150508,0.086754
3dd0-rosetta-0435,6.461794,0.136863,0.086754
3dd0-rosetta-0450,6.3005733,0.835403,0.086754
3dd0-rosetta-0459,6.533539,0.127463,0.086754
3dd0-rosetta-0461,5.925411,0.128797,0.086754
3dd0-rosetta-0462,6.845433,0.131655,0.086754
3dd0-rosetta-0465,6.1183624,0.134869,0.086754
3dd0-rosetta-0476,6.7549515,0.146296,0.086754
3dd0-rosetta-0498,5.7287397,0.165354,0.086754
3dd0-rosetta-0509,6.5963755,0.120318,0.086754
3dd0-rosetta-0528,6.104431,0.152517,0.086754
3dd0-rosetta-0535,6.028411,0.126657,0.086754
3dd0-rosetta-0537,6.9874907,0.701891,0.086754
3dd0-rosetta-0556,6.530636,0.12782,0.086754
3dd0-rosetta-0589,6.944478,0.13569,0.086754
3dd0-rosetta-0610,5.860319,0.148428,0.085163
3dd0-rosetta-0619,6.70644,0.139557,0.085163
3dd0-rosetta-0623,6.2298307,0.205806,0.085163
3dd0-rosetta-0631,6.359645,0.126971,0.085163
3dd0-rosetta-0663,6.9893875,0.128144,0.085163
3dd0-rosetta-0666,6.833473,0.123692,0.085163
3dd0-rosetta-0667,6.396819,0.127545,0.085163
3dd0-rosetta-0675,7.560175,0.140738,0.085163
3dd0-rosetta-0696,6.9924746,0.127467,0.085163
3dd0-rosetta-0697,6.9376574,0.127157,0.085163
3dd0-rosetta-0698,6.5884686,0.141228,0.085163
3dd0-rosetta-0699,5.912922,0.118546,0.085163
3dd0-rosetta-0702,6.6760874,0.135369,0.085163
3dd0-rosetta-0703,6.9441986,0.127428,0.085163
3dd0-rosetta-0713,6.769354,12.600076,0.085163
3dd0-rosetta-0717,6.8804502,0.140142,0.085163
3dd0-rosetta-0718,6.522441,0.119687,0.085163
3dd0-rosetta-0733,6.0663366,0.142769,0.085163
3dd0-rosetta-0744,6.2407894,0.141081,0.085163
3dd0-rosetta-0747,7.4232454,0.119403,0.085163
3dd0-rosetta-0758,5.4188247,0.133462,0.085006
3dd0-rosetta-0795,6.536854,0.127034,0.085006
3dd0-rosetta-0805,6.7459106,0.119874,0.085006
3dd0-rosetta-0806,6.7404413,0.119137,0.085006
3dd0-rosetta-0813,5.7622805,0.127572,0.085006
3dd0-rosetta-0818,6.392412,0.12768,0.085006
3dd0-rosetta-0819,6.095274,0.138645,0.085006
3dd0-rosetta-0829,6.8493977,0.119012,0.085006
3dd0-rosetta-0844,6.4810734,0.127066,0.085006
3dd0-rosetta-0846,6.505764,0.127392,0.085006
3dd0-rosetta-0855,7.221258,0.127139,0.085006
3dd0-rosetta-0859,6.2036943,0.126294,0.085006
3dd0-rosetta-0899,6.817938,0.118029,0.085006
3dd0-rosetta-0902,6.6471233,0.117831,0.085006
3dd0-rosetta-0904,6.867874,0.125988,0.085006
3dd0-rosetta-0913,7.8726177,0.129169,0.085006
3dd0-rosetta-0926,6.651723,0.119482,0.085006
3dd0-rosetta-0937,7.464282,0.13962,0.085006
3dd0-rosetta-0945,5.68126,0.118371,0.085006
3dd0-rosetta-0953,6.8785143,0.152895,0.085006
3dd0-rosetta-0960,6.2246313,0.118862,0.085034
3dd0-rosetta-0966,6.0260525,0.1273,0.085034
3dd0-rosetta-0975,6.7996016,0.129971,0.085034
3dd0-rosetta-0984,6.4946556,0.135717,0.085034
3dd0-rosetta-0990,6.597398,0.118703,0.085034
3dx1-boltz,6.176262,1.50925,0.085034
3dx1-crystal,4.9692917,0.038745,0.085034
3dx1-gnina-0001,6.1587152,2.646368,0.085034
3dx1-gnina-0002,6.562725,2.663253,0.085034
3dx1-gnina-0003,6.0533524,2.631311,0.085034
3dx1-gnina-0004,6.28339,2.633661,0.085034
3dx1-gnina-0005,5.6966696,2.655156,0.085034
3dx1-gnina-0006,4.981596,2.668453,0.085034
3dx1-gnina-0007,5.1860666,2.660692,0.085034
3dx1-gnina-0008,5.2139654,2.66156,0.085034
3dx1-gnina-0009,6.0231514,2.650104,0.085034
3dx1-gnina-0010,5.725258,4.23996,0.085034
3dx1-gnina-0011,5.9761343,2.6467,0.085034
3dx1-gnina-0012,4.792285,2.64028,0.085034
3dx1-gnina-0013,6.183524,2.645059,0.085034
3dx1-gnina-0014,5.8333893,2.655503,0.085206
3dx1-gnina-0015,5.3728237,2.656672,0.085206
3dx1-gnina-0016,5.6214676,2.651721,0.085206
3dx1-gnina-0017,6.1342573,2.65122,0.085206
3dx1-gnina-0018,4.8957286,2.652539,0.085206
3dx1-gnina-0019,5.554017,2.651631,0.085206
3dx1-gnina-0020,5.171815,2.650538,0.085206
3dx1-gnina-0021,4.7158113,2.661547,0.085206
3dx1-gnina-0022,5.856907,2.661596,0.085206
3dx1-gnina-0023,5.123296,2.649368,0.085206
3dx1-gnina-0024,5.529171,2.661424,0.085206
3dx1-gnina-0025,4.858883,2.649456,0.085206
3dx1-gnina-0026,4.7177477,2.645857,0.085206
3dx1-gnina-0027,5.227662,2.656742,0.085206
3dx1-gnina-0028,5.8831863,2.671869,0.085206
3dx1-gnina-0029,4.6881247,2.64662,0.085206
3dx1-gnina-0030,5.538331,2.637356,0.085206
3dx1-gnina-0031,5.6228,2.645351,0.085206
3dx1-gnina-0032,6.0959873,2.647702,0.085206
