pdb_id,lig_id,prot_path,lig_path,pocket_path,gnina_archive,rosetta_archive,boltz_yaml
3COZ,54H,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3coz/3coz_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3coz/3coz_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3coz/3coz_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3coz/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3coz/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3coz/3coz_boltz2.yaml
2WCA,NP6,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wca/2wca_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wca/2wca_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wca/2wca_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wca/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wca/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wca/2wca_boltz2.yaml
3U5J,08H,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u5j/3u5j_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u5j/3u5j_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u5j/3u5j_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u5j/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u5j/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3u5j/3u5j_boltz2.yaml
4DLI,IRG,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4dli/4dli_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4dli/4dli_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4dli/4dli_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4dli/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4dli/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4dli/4dli_boltz2.yaml
1Z9G,RRT,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1z9g/1z9g_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1z9g/1z9g_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1z9g/1z9g_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1z9g/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1z9g/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1z9g/1z9g_boltz2.yaml
3ARV,SAU,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3arv/3arv_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3arv/3arv_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3arv/3arv_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3arv/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3arv/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3arv/3arv_boltz2.yaml
3N86,RJP,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3n86/3n86_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3n86/3n86_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3n86/3n86_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3n86/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3n86/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3n86/3n86_boltz2.yaml
5C28,4XV,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/5c28/5c28_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/5c28/5c28_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/5c28/5c28_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/5c28/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/5c28/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/5c28/5c28_boltz2.yaml
4J28,EAT,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4j28/4j28_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4j28/4j28_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4j28/4j28_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4j28/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4j28/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4j28/4j28_boltz2.yaml
3JVR,AGX,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3jvr/3jvr_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3jvr/3jvr_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3jvr/3jvr_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3jvr/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3jvr/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3jvr/3jvr_boltz2.yaml
1O5B,ESI,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1o5b/1o5b_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1o5b/1o5b_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1o5b/1o5b_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1o5b/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1o5b/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1o5b/1o5b_boltz2.yaml
2Y5H,Y5H,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2y5h/2y5h_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2y5h/2y5h_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2y5h/2y5h_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2y5h/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2y5h/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2y5h/2y5h_boltz2.yaml
3QQS,17C,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3qqs/3qqs_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3qqs/3qqs_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3qqs/3qqs_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3qqs/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3qqs/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3qqs/3qqs_boltz2.yaml
3WZ8,IXV,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3wz8/3wz8_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3wz8/3wz8_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3wz8/3wz8_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3wz8/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3wz8/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3wz8/3wz8_boltz2.yaml
4DLD,TZG,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4dld/4dld_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4dld/4dld_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4dld/4dld_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4dld/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4dld/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4dld/4dld_boltz2.yaml
3EHY,TBL,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ehy/3ehy_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ehy/3ehy_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ehy/3ehy_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ehy/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ehy/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ehy/3ehy_boltz2.yaml
3UEV,MYR,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3uev/3uev_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3uev/3uev_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3uev/3uev_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3uev/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3uev/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3uev/3uev_boltz2.yaml
3EBP,CPB,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ebp/3ebp_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ebp/3ebp_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ebp/3ebp_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ebp/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ebp/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ebp/3ebp_boltz2.yaml
1O0H,ADP,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1o0h/1o0h_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1o0h/1o0h_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1o0h/1o0h_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1o0h/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1o0h/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1o0h/1o0h_boltz2.yaml
1Q8U,H52,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1q8u/1q8u_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1q8u/1q8u_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1q8u/1q8u_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1q8u/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1q8u/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1q8u/1q8u_boltz2.yaml
4DE1,0J6,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de1/4de1_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de1/4de1_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de1/4de1_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de1/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de1/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4de1/4de1_boltz2.yaml
4W9I,3JS,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4w9i/4w9i_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4w9i/4w9i_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4w9i/4w9i_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4w9i/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4w9i/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4w9i/4w9i_boltz2.yaml
3ARY,I5I,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ary/3ary_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ary/3ary_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ary/3ary_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ary/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ary/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3ary/3ary_boltz2.yaml
3COY,53H,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3coy/3coy_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3coy/3coy_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3coy/3coy_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3coy/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3coy/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3coy/3coy_boltz2.yaml
3F3C,PFF,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3c/3f3c_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3c/3f3c_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3c/3f3c_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3c/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3c/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3f3c/3f3c_boltz2.yaml
2FXS,RDA,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2fxs/2fxs_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2fxs/2fxs_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2fxs/2fxs_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2fxs/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2fxs/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2fxs/2fxs_boltz2.yaml
4KZQ,DFL,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4kzq/4kzq_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4kzq/4kzq_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4kzq/4kzq_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4kzq/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4kzq/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4kzq/4kzq_boltz2.yaml
2QNQ,QN3,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2qnq/2qnq_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2qnq/2qnq_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2qnq/2qnq_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2qnq/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2qnq/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2qnq/2qnq_boltz2.yaml
1NC1,MTH,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1nc1/1nc1_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1nc1/1nc1_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1nc1/1nc1_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1nc1/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1nc1/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1nc1/1nc1_boltz2.yaml
2WVT,FHN,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wvt/2wvt_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wvt/2wvt_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wvt/2wvt_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wvt/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wvt/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wvt/2wvt_boltz2.yaml
1YC1,4BC,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1yc1/1yc1_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1yc1/1yc1_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1yc1/1yc1_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1yc1/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1yc1/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1yc1/1yc1_boltz2.yaml
3BGZ,VX3,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3bgz/3bgz_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3bgz/3bgz_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3bgz/3bgz_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3bgz/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3bgz/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3bgz/3bgz_boltz2.yaml
4WIV,3P2,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4wiv/4wiv_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4wiv/4wiv_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4wiv/4wiv_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4wiv/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4wiv/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4wiv/4wiv_boltz2.yaml
3K5V,STJ,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3k5v/3k5v_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3k5v/3k5v_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3k5v/3k5v_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3k5v/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3k5v/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3k5v/3k5v_boltz2.yaml
4EOR,4SP,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4eor/4eor_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4eor/4eor_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4eor/4eor_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4eor/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4eor/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4eor/4eor_boltz2.yaml
3UEW,PLM,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3uew/3uew_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3uew/3uew_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3uew/3uew_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3uew/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3uew/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3uew/3uew_boltz2.yaml
2WNC,TKT,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wnc/2wnc_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wnc/2wnc_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wnc/2wnc_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wnc/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wnc/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2wnc/2wnc_boltz2.yaml
2ZB1,GK4,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2zb1/2zb1_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2zb1/2zb1_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2zb1/2zb1_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2zb1/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2zb1/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2zb1/2zb1_boltz2.yaml
2QBR,910,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2qbr/2qbr_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2qbr/2qbr_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2qbr/2qbr_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2qbr/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2qbr/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2qbr/2qbr_boltz2.yaml
3ARQ,DM5,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3arq/3arq_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3arq/3arq_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3arq/3arq_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3arq/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3arq/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/3arq/3arq_boltz2.yaml
2J78,GOX,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2j78/2j78_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2j78/2j78_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2j78/2j78_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2j78/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2j78/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2j78/2j78_boltz2.yaml
4EA2,RWZ,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ea2/4ea2_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ea2/4ea2_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ea2/4ea2_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ea2/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ea2/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4ea2/4ea2_boltz2.yaml
1R5Y,DQU,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1r5y/1r5y_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1r5y/1r5y_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1r5y/1r5y_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1r5y/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1r5y/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1r5y/1r5y_boltz2.yaml
4M0Y,M0Y,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4m0y/4m0y_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4m0y/4m0y_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4m0y/4m0y_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4m0y/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4m0y/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4m0y/4m0y_boltz2.yaml
1GPN,HUB,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1gpn/1gpn_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1gpn/1gpn_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1gpn/1gpn_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1gpn/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1gpn/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/1gpn/1gpn_boltz2.yaml
2WEG,FBV,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2weg/2weg_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2weg/2weg_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2weg/2weg_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2weg/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2weg/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/2weg/2weg_boltz2.yaml
4KZU,A73,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4kzu/4kzu_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4kzu/4kzu_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4kzu/4kzu_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4kzu/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4kzu/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4kzu/4kzu_boltz2.yaml
4MME,29Q,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4mme/4mme_protein.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4mme/4mme_ligand.sdf,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4mme/4mme_pocket.pdb,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4mme/gnina.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4mme/rosetta.tar.gz,/mnt/research/woldring_lab/Members/Eaves/plip-plop/data/4mme/4mme_boltz2.yaml
